price;lotSize;age;landValue;livingArea;pctCollege;bedrooms;fireplaces;bathrooms;rooms;heating;fuel;sewer;waterfront;newConstruction;centralAir;built date;property code;mtrsmyroom;category
234900;0.01;1;43300;2277;63;4;;2.5;8;hot air;gas;public/commercial;No;Yes;Yes;11/08/2019;UC0101660038AWS22447;5697,125;Mx
112000;0.02;19;14900;1281;63;2;1;2.5;6;hot air;gas;public/commercial;No;No;Yes;15/08/2001;UC0101902904AWS97006;2696,833333;S
261000;0.57;14;43200;2462;63;4;1;2.5;10;hot air;gas;public/commercial;No;No;Yes;14/08/2006;UC0101222711AWS5405;4566,2;Mx
400000;0.6;9;57000;2897;63;4;2;2.5;12;hot air;gas;public/commercial;No;No;Yes;13/08/2011;UC0101520472AWS83016;4991,416667;Mx
310000;0.41;4;37600;2672;63;4;1;3.5;8;hot air;electric;public/commercial;No;No;Yes;11/08/2016;UC0101722478AWS93374;5034;Mx
182000;0.29;21;26300;1932;63;3;;1.5;8;hot air;gas;public/commercial;No;No;No;16/08/1999;UC0101379455AWS32003;3529;Mx
187500;0.47;11;25500;1320;63;3;;2.5;7;hot air;gas;public/commercial;No;No;No;13/08/2009;UC0101201319AWS18953;3831,428571;Mx
405000;0.61;6;23900;3296;63;4;1;2.5;12;hot air;gas;public/commercial;No;No;Yes;12/08/2014;UC0101883369AWS48754;2266,333333;S
420000;1.14;6;82100;3279;63;4;1;3;11;hot air;gas;public/commercial;No;No;Yes;12/08/2014;UC0101186152AWS28788;7761,727273;M
359000;0.48;4;37100;3204;63;4;1;2.5;9;hot air;gas;public/commercial;No;No;Yes;11/08/2016;UC0101557515AWS87577;4478,222222;Mx
120000;0.01;16;9900;1217;63;2;;2.5;6;electric;electric;public/commercial;No;No;Yes;14/08/2004;UC0101363721AWS50546;1852,833333;S
171500;0.31;37;21500;1782;63;3;1;1.5;6;hot water/steam;gas;public/commercial;No;No;No;20/08/1983;UC0101389090AWS70894;3880,333333;Mx
159900;0.21;16;28800;1180;63;2;1;1.5;6;hot air;gas;public/commercial;No;No;Yes;14/08/2004;UC0101864601AWS83004;4996,666667;Mx
186500;0.21;16;28000;1452;63;3;1;2;8;hot air;electric;public/commercial;No;No;Yes;14/08/2004;UC0101910741AWS97623;3681,5;Mx
260000;0.46;13;36600;2140;63;4;1;2.5;8;hot air;gas;public/commercial;No;No;Yes;14/08/2007;UC010155618AWS71423;4842,5;Mx
115000;0.01;16;9900;1219;63;2;;1.5;6;electric;electric;public/commercial;No;No;Yes;14/08/2004;UC0101669310AWS32169;1853,166667;S
191000;0.44;39;24100;1518;63;4;1;1.5;5;hot water/steam;gas;public/commercial;No;No;No;20/08/1981;UC0101761843AWS18995;5123,6;Mx
355465;0.35;0;233000;3328;63;4;1;2.5;12;hot air;gas;public/commercial;No;Yes;Yes;10/08/2020;UC0101188154AWS49927;19694;L
339900;0.57;10;54600;2344;63;3;;2.5;10;hot air;gas;public/commercial;No;No;Yes;13/08/2010;UC0101340606AWS46496;5694,4;Mx
90000;0.49;74;10600;960;23;2;;1;7;hot air;gas;septic;No;No;No;29/08/1946;UC0101517253AWS69845;1651,428571;S
245000;0.04;6;28800;1544;63;3;;2.5;8;hot air;gas;public/commercial;No;No;No;12/08/2014;UC0101482347AWS7096;3793;Mx
320900;0.46;7;36400;2873;63;4;1;2.5;8;hot air;gas;public/commercial;No;No;Yes;12/08/2013;UC0101977428AWS76540;4909,125;Mx
159000;0.22;18;29600;1180;63;2;1;1.5;6;hot air;gas;public/commercial;No;No;Yes;15/08/2002;UC0101935698AWS16922;5130;Mx
174900;0.62;38;15100;1368;63;3;;1.5;6;hot air;gas;septic;No;No;No;20/08/1982;UC0101662534AWS19771;2744,666667;S
293500;0.49;10;38400;1904;63;4;1;2.5;8;hot air;gas;public/commercial;No;No;Yes;13/08/2010;UC0101993555AWS97528;5038;Mx
210000;0.51;11;26900;1320;63;3;;2;8;hot air;gas;public/commercial;No;No;No;13/08/2009;UC0101214044AWS87712;3527,5;Mx
182500;1;34;25200;1594;63;3;1;1.5;5;hot air;gas;septic;No;No;No;19/08/1986;UC0101891496AWS41803;5358,8;Mx
219900;0.46;8;38100;1847;63;3;1;2.5;7;hot air;gas;public/commercial;No;No;Yes;12/08/2012;UC0101246386AWS3391;5706,714286;M
370000;0.46;1;36600;3125;63;4;1;2.5;12;hot air;gas;public/commercial;No;Yes;Yes;11/08/2019;UC0101834700AWS95991;3310,416667;Mx
286000;0.47;7;20000;2004;63;4;1;2.5;10;hot air;gas;public/commercial;No;No;No;12/08/2013;UC0101343969AWS89829;2200,4;S
169900;0.49;36;27800;1623;63;3;1;1.5;8;hot air;gas;public/commercial;No;No;Yes;19/08/1984;UC0101619259AWS63648;3677,875;Mx
161000;0.23;40;22000;1120;41;3;;1;7;hot water/steam;oil;public/commercial;No;No;No;20/08/1980;UC0101601775AWS39004;3302,857143;Mx
287000;0.36;2;53900;2363;63;5;1;2.5;11;hot air;gas;public/commercial;No;No;Yes;11/08/2018;UC0101144781AWS64366;5114,818182;Mx
315000;0.94;9;48200;2572;63;4;1;2.5;11;hot air;gas;public/commercial;No;No;No;13/08/2011;UC0101668257AWS51742;4615,636364;Mx
177000;0.34;25;9200;1548;63;3;;1.5;5;electric;electric;septic;No;No;No;17/08/1995;UC0101456156AWS66498;2149,6;S
332000;1;11;26700;2734;63;3;;2.5;11;hot air;gas;public/commercial;No;No;Yes;13/08/2009;UC0101367364AWS57389;2675,818182;S
249000;0.53;8;38800;1462;63;3;1;2;5;hot air;gas;public/commercial;No;No;Yes;12/08/2012;UC0101655721AWS75145;8052,4;M
179000;0.09;15;25500;1558;63;2;;2.5;7;hot air;gas;public/commercial;No;No;No;14/08/2005;UC0101108653AWS87058;3865,428571;Mx
150000;0.52;34;14000;1664;63;3;;1.5;8;hot water/steam;oil;septic;No;No;No;19/08/1986;UC0101837915AWS61528;1958;S
225000;0.37;16;24500;1877;63;4;1;3;10;hot air;gas;public/commercial;No;No;No;14/08/2004;UC0101351110AWS45682;2637,7;S
182000;0.33;37;21400;1838;63;3;1;1;7;hot air;gas;public/commercial;No;No;No;20/08/1983;UC0101328868AWS69978;3319,714286;Mx
329900;0.5;9;37800;2368;63;4;1;2.5;11;hot air;gas;public/commercial;No;No;Yes;13/08/2011;UC0101419171AWS47232;3651,636364;Mx
165000;0.33;32;22500;2104;63;5;1;1.5;11;hot water/steam;gas;public/commercial;No;No;No;18/08/1988;UC0101163103AWS80951;2236,727273;S
180000;0.31;16;36800;1180;63;2;;1.5;7;hot air;gas;public/commercial;No;No;No;14/08/2004;UC0101535114AWS98535;5425,714286;Mx
321000;0.53;11;38800;2399;63;4;1;2.5;11;hot air;gas;public/commercial;No;No;Yes;13/08/2009;UC0101926932AWS97964;3745,363636;Mx
180000;0.11;15;15400;1232;63;2;1;1.5;4;hot air;gas;public/commercial;No;No;No;14/08/2005;UC010182076AWS65988;4158;Mx
178000;0.14;17;19600;1180;63;2;;1.5;6;hot air;gas;public/commercial;No;No;Yes;15/08/2003;UC0101717941AWS22366;3463,333333;Mx
279900;0.55;2;39500;2022;63;4;1;2.5;9;hot air;gas;public/commercial;No;No;No;11/08/2018;UC0101403947AWS85823;4613,555556;Mx
179000;0.14;19;21000;1364;63;2;1;1.5;5;hot air;gas;public/commercial;No;No;Yes;15/08/2001;UC0101211843AWS60838;4472,8;Mx
183000;0.15;17;21000;1343;63;2;1;2.5;6;hot air;gas;public/commercial;No;No;Yes;15/08/2003;UC010185635AWS66030;3723,833333;Mx
500000;1;70;35900;1492;63;3;;1;7;hot air;oil;septic;No;No;No;28/08/1950;UC0101355369AWS70158;5341,714286;Mx
170000;0.37;37;24500;999;63;3;1;1;6;hot water/steam;gas;public/commercial;No;No;No;20/08/1983;UC010154022AWS53809;4249,833333;Mx
179000;0.34;24;27000;2102;54;3;1;2.5;9;hot air;gas;public/commercial;No;No;No;16/08/1996;UC0101889069AWS43105;3233,555556;Mx
184900;0.32;18;27000;1656;54;3;1;1.5;4;hot air;gas;public/commercial;No;No;No;15/08/2002;UC0101963534AWS16785;7164;M
177500;0.33;18;27000;1561;54;3;;1.5;7;hot air;electric;public/commercial;No;No;No;15/08/2002;UC0101965645AWS28524;4080,142857;Mx
112500;0.15;19;15700;988;54;2;;2;7;electric;electric;public/commercial;No;No;No;15/08/2001;UC0101394270AWS73592;2384;S
180000;0.32;17;27000;1765;54;5;1;2;9;hot water/steam;gas;public/commercial;No;No;No;15/08/2003;UC0101259122AWS23760;3196,111111;Mx
10300;0.16;20;15700;912;54;2;1;1.5;4;electric;electric;public/commercial;No;No;No;15/08/2000;UC0101407907AWS5692;4153;Mx
137900;0.16;17;15100;1592;54;3;;1.5;7;electric;electric;public/commercial;No;No;No;15/08/2003;UC0101758847AWS77034;2384,571429;S
144000;0.06;54;3600;1344;54;5;;1;8;electric;electric;public/commercial;No;No;No;24/08/1966;UC0101913498AWS82136;618;S
131600;0.16;17;15100;1385;54;2;1;1.5;7;electric;electric;public/commercial;No;No;No;15/08/2003;UC0101186284AWS46164;2355;S
123500;0.15;17;15100;1385;54;2;;1.5;5;electric;electric;public/commercial;No;No;No;15/08/2003;UC0101358655AWS35295;3297;Mx
123000;0.15;17;15100;1679;54;2;;1.5;7;electric;electric;public/commercial;No;No;No;15/08/2003;UC0101283015AWS47152;2397;S
109000;0.15;20;15700;908;54;2;;1;7;electric;electric;public/commercial;No;No;No;15/08/2000;UC0101394923AWS16667;2372,571429;S
173000;0.31;16;27000;1527;54;2;1;2;5;hot air;gas;public/commercial;No;No;Yes;14/08/2004;UC0101457403AWS98425;5705,4;M
105000;0.16;20;15700;912;54;2;;1.5;3;electric;electric;public/commercial;No;No;No;15/08/2000;UC0101491935AWS97048;5537,333333;Mx
122500;0.15;18;15100;1184;54;2;;1.5;3;electric;electric;public/commercial;No;No;No;15/08/2002;UC0101856280AWS94208;5428;Mx
191000;0.46;26;24500;1719;63;3;1;1.5;7;electric;electric;public/commercial;No;No;No;17/08/1994;UC0101757868AWS77684;3745,571429;Mx
149000;0.16;19;15100;1080;54;2;1;1;6;electric;electric;septic;No;No;No;15/08/2001;UC0101351953AWS30038;2696,666667;S
205000;0.33;16;27000;2118;54;4;1;2;9;electric;electric;public/commercial;No;No;No;14/08/2004;UC0101832004AWS6436;3235,333333;Mx
225000;0.33;16;27000;2527;54;3;;1.5;10;electric;electric;public/commercial;No;No;No;14/08/2004;UC0101942443AWS5214;2952,7;S
210000;0.49;15;25000;1592;54;3;1;1.5;8;hot air;gas;septic;No;No;No;14/08/2005;UC0101246830AWS12917;3324;Mx
188900;0.32;18;27000;1294;54;3;;1;4;electric;electric;public/commercial;No;No;No;15/08/2002;UC0101753638AWS41097;7073,5;M
192000;0.94;33;25200;1974;63;4;1;2.5;8;hot water/steam;gas;septic;No;No;No;19/08/1987;UC0101254041AWS99495;3396,75;Mx
137500;0.16;17;15700;988;54;2;1;2;7;electric;electric;public/commercial;No;No;No;15/08/2003;UC0101269671AWS68676;2384;S
200000;0.36;20;27000;1508;54;3;1;2;8;hot air;gas;public/commercial;No;No;No;15/08/2000;UC0101828759AWS2180;3563,5;Mx
126000;0.16;17;15600;908;54;2;;1;4;electric;electric;public/commercial;No;No;No;15/08/2003;UC0101234522AWS96718;4127;Mx
214500;0.35;20;27000;1910;54;4;1;2;7;electric;electric;public/commercial;No;No;No;15/08/2000;UC0101224438AWS29769;4130;Mx
152000;0.15;18;15700;912;54;2;;1.5;5;electric;electric;public/commercial;No;No;No;15/08/2002;UC0101188923AWS56595;3322,4;Mx
115000;0.16;20;15700;912;54;2;;1.5;5;electric;electric;public/commercial;No;No;No;15/08/2000;UC0101383482AWS15931;3322,4;Mx
88000;0.16;19;15700;988;54;2;;2;4;electric;electric;public/commercial;No;No;No;15/08/2001;UC0101225053AWS61876;4172;Mx
170000;0.35;20;27000;1748;54;2;;2;4;electric;electric;public/commercial;No;No;No;15/08/2000;UC0101605126AWS5324;7187;M
137000;0.16;18;15700;912;54;2;1;1.5;3;electric;electric;public/commercial;No;No;No;15/08/2002;UC0101170086AWS71182;5537,333333;Mx
145000;0.15;17;15100;1385;54;3;;1.5;8;electric;electric;public/commercial;No;No;No;15/08/2003;UC0101738473AWS85596;2060,625;S
202000;0.43;15;25000;1300;54;3;;1.5;7;hot air;gas;septic;No;No;No;14/08/2005;UC0101968785AWS78911;3757,142857;Mx
130000;0.15;17;15600;908;54;2;;1;7;electric;electric;public/commercial;No;No;No;15/08/2003;UC0101605148AWS67712;2358,285714;S
265000;1;25;21700;1900;54;3;;2;7;electric;electric;septic;No;No;No;17/08/1995;UC0101141139AWS81001;3371,428571;Mx
185000;0.33;16;27000;2191;54;3;1;2.5;7;electric;electric;public/commercial;No;No;No;14/08/2004;UC0101315332AWS70426;4170,142857;Mx
130000;0.16;25;15100;1080;54;2;1;1;4;hot air;gas;public/commercial;No;No;Yes;17/08/1995;UC0101148925AWS78987;4045;Mx
190000;0.59;15;25000;1300;54;3;1;1.5;5;hot air;gas;septic;No;No;Yes;14/08/2005;UC0101949489AWS57512;5260;Mx
204000;0.4;1;15000;2458;63;4;1;2.5;10;hot air;gas;public/commercial;No;No;No;11/08/2019;UC0101127790AWS33302;1745,8;S
125000;0.35;22;10500;1040;63;3;;1;4;electric;electric;public/commercial;No;No;No;16/08/1998;UC0101553512AWS4856;2885;S
349900;0.44;0;13000;2886;63;4;1;3;12;hot air;gas;public/commercial;No;Yes;No;10/08/2020;UC0101116216AWS60917;1323,833333;S
142000;0.14;8;3700;1840;23;3;;1;6;hot air;gas;public/commercial;No;No;No;12/08/2012;UC0101285945AWS35528;923,3333333;S
132500;0.37;19;13000;1988;63;2;;1;4;electric;electric;public/commercial;No;No;No;15/08/2001;UC0101353882AWS24480;3747;Mx
220000;1;43;22900;672;57;2;;1;3;hot air;oil;septic;No;No;No;21/08/1977;UC0101149696AWS1762;7857,333333;M
160000;1.96;13;18400;1512;57;2;;2;4;hot air;oil;septic;No;No;No;14/08/2007;UC0101537955AWS36859;4978;Mx
10300;0.16;20;15700;912;54;2;1;1.5;6;electric;electric;public/commercial;No;No;No;15/08/2000;UC0101428574AWS91696;2768,666667;S
95000;0.15;19;15700;912;54;2;;1.5;6;electric;electric;public/commercial;No;No;No;15/08/2001;UC010157450AWS2455;2768,666667;S
122055;0.15;17;15000;1385;54;2;;1.5;5;electric;electric;public/commercial;No;No;No;15/08/2003;UC0101298903AWS12642;3277;Mx
149000;0.31;18;27000;1508;54;3;1;1.5;8;hot air;gas;public/commercial;No;No;No;15/08/2002;UC0101410362AWS27470;3563,5;Mx
115000;0.15;17;15100;1385;54;2;;1.5;5;electric;electric;public/commercial;No;No;No;15/08/2003;UC0101838612AWS19036;3297;Mx
140000;0.15;19;15100;1628;54;3;;2.5;6;electric;electric;public/commercial;No;No;No;15/08/2001;UC0101871744AWS51693;2788;S
137900;0.16;17;15100;1592;54;3;;1.5;5;electric;electric;public/commercial;No;No;No;15/08/2003;UC0101333082AWS11441;3338,4;Mx
144000;0.06;54;3600;1344;54;5;;1;7;electric;electric;public/commercial;No;No;No;24/08/1966;UC0101129086AWS44423;706,2857143;S
131600;0.16;17;15100;1385;54;2;1;1.5;7;electric;electric;public/commercial;No;No;No;15/08/2003;UC0101233150AWS12822;2355;S
123500;0.15;17;15100;1385;54;2;;1.5;4;electric;electric;public/commercial;No;No;No;15/08/2003;UC0101390274AWS29293;4121,25;Mx
123000;0.15;17;15100;1679;54;2;;1.5;4;electric;electric;public/commercial;No;No;No;15/08/2003;UC0101229622AWS52076;4194,75;Mx
109000;0.15;20;15700;908;54;2;;1;3;electric;electric;public/commercial;No;No;No;15/08/2000;UC0101971388AWS11147;5536;Mx
173000;0.31;16;27000;1527;54;2;1;2;7;hot air;gas;public/commercial;No;No;Yes;14/08/2004;UC0101963909AWS18139;4075,285714;Mx
105000;0.16;20;15700;912;54;2;;1.5;3;electric;electric;public/commercial;No;No;No;15/08/2000;UC0101716232AWS24353;5537,333333;Mx
122500;0.15;18;15100;1184;54;2;;1.5;3;electric;electric;public/commercial;No;No;No;15/08/2002;UC0101557315AWS11022;5428;Mx
191000;0.46;26;24500;1719;63;3;1;1.5;5;electric;electric;public/commercial;No;No;No;17/08/1994;UC0101583918AWS29458;5243,8;Mx
149000;0.16;19;15100;1080;54;2;1;1;5;electric;electric;septic;No;No;No;15/08/2001;UC0101472910AWS73498;3236;Mx
205000;0.33;16;27000;2118;54;4;1;2;10;electric;electric;public/commercial;No;No;No;14/08/2004;UC0101262020AWS14668;2911,8;S
225000;0.33;16;27000;2527;54;3;;1.5;8;electric;electric;public/commercial;No;No;No;14/08/2004;UC0101966091AWS73401;3690,875;Mx
210000;0.49;15;25000;1592;54;3;1;1.5;7;hot air;gas;septic;No;No;No;14/08/2005;UC0101464303AWS73407;3798,857143;Mx
188900;0.32;18;27000;1294;54;3;;1;4;electric;electric;public/commercial;No;No;No;15/08/2002;UC0101390310AWS2530;7073,5;M
192000;0.94;33;25200;1974;63;4;1;2.5;9;hot water/steam;gas;septic;No;No;No;19/08/1987;UC0101183547AWS56109;3019,333333;Mx
137500;0.16;17;15700;988;54;2;1;2;3;electric;electric;public/commercial;No;No;No;15/08/2003;UC0101809033AWS25014;5562,666667;Mx
200000;0.36;20;27000;1508;54;3;1;2;7;hot air;gas;public/commercial;No;No;No;15/08/2000;UC010133326AWS57354;4072,571429;Mx
126000;0.16;17;15600;908;54;2;;1;4;electric;electric;public/commercial;No;No;No;15/08/2003;UC0101558785AWS14067;4127;Mx
214500;0.35;20;27000;1910;54;4;1;2;10;electric;electric;public/commercial;No;No;No;15/08/2000;UC0101891562AWS19400;2891;S
152000;0.15;18;15700;912;54;2;;1.5;7;electric;electric;public/commercial;No;No;No;15/08/2002;UC0101157431AWS32153;2373,142857;S
115000;0.16;20;15700;912;54;2;;1.5;7;electric;electric;public/commercial;No;No;No;15/08/2000;UC0101296904AWS55642;2373,142857;S
88000;0.16;19;15700;988;54;2;;2;5;electric;electric;public/commercial;No;No;No;15/08/2001;UC0101383905AWS92373;3337,6;Mx
170000;0.35;20;27000;1748;54;2;;2;6;electric;electric;public/commercial;No;No;No;15/08/2000;UC0101519971AWS61696;4791,333333;Mx
137000;0.16;18;15700;912;54;2;1;1.5;6;electric;electric;public/commercial;No;No;No;15/08/2002;UC0101935700AWS59848;2768,666667;S
145000;0.15;17;15100;1385;54;3;;1.5;7;electric;electric;public/commercial;No;No;No;15/08/2003;UC0101393549AWS14399;2355;S
202000;0.43;15;25000;1300;54;3;;1.5;4;hot air;gas;septic;No;No;No;14/08/2005;UC010189290AWS29488;6575;M
130000;0.15;17;15600;908;54;2;;1;5;electric;electric;public/commercial;No;No;No;15/08/2003;UC0101818361AWS87593;3301,6;Mx
265000;1;25;21700;1900;54;3;;2;8;electric;electric;septic;No;No;No;17/08/1995;UC010179555AWS92677;2950;S
185000;0.33;16;27000;2191;54;3;1;2.5;8;electric;electric;public/commercial;No;No;No;14/08/2004;UC0101122229AWS97445;3648,875;Mx
130000;0.16;25;15100;1080;54;2;1;1;5;hot air;gas;public/commercial;No;No;Yes;17/08/1995;UC010166077AWS54021;3236;Mx
190000;0.59;15;25000;1300;54;3;1;1.5;5;hot air;gas;septic;No;No;Yes;14/08/2005;UC0101824900AWS24820;5260;Mx
204000;0.4;1;15000;2458;63;4;1;2.5;11;hot air;gas;public/commercial;No;No;No;11/08/2019;UC0101997911AWS50686;1587,090909;S
125000;0.35;22;10500;1040;63;3;;1;8;electric;electric;public/commercial;No;No;No;16/08/1998;UC010194013AWS30477;1442,5;S
349900;0.44;0;13000;2886;63;4;1;3;11;hot air;gas;public/commercial;No;Yes;No;10/08/2020;UC0101934615AWS25506;1444,181818;S
142000;0.14;8;3700;1840;23;3;;1;7;hot air;gas;public/commercial;No;No;No;12/08/2012;UC0101391242AWS48240;791,4285714;S
132500;0.37;19;13000;1988;63;2;;1;5;electric;electric;public/commercial;No;No;No;15/08/2001;UC0101364239AWS34678;2997,6;S
220000;1;43;22900;672;57;2;;1;5;hot air;oil;septic;No;No;No;21/08/1977;UC0101338325AWS87618;4714,4;Mx
160000;1.96;13;18400;1512;57;2;;2;6;hot air;oil;septic;No;No;No;14/08/2007;UC0101411905AWS44921;3318,666667;Mx
156900;0.28;52;23200;1635;63;4;;1.5;5;hot air;oil;septic;No;No;No;23/08/1968;UC0101715546AWS18018;4967;Mx
138000;0.31;39;25100;1672;63;4;;1.5;5;hot air;gas;public/commercial;No;No;No;20/08/1981;UC0101185661AWS12254;5354,4;Mx
166000;0.25;26;29000;1892;63;3;2;2;6;hot air;gas;public/commercial;No;No;Yes;17/08/1994;UC0101398157AWS90226;5148,666667;Mx
195000;0.56;18;30800;1652;63;3;1;2;6;hot water/steam;gas;public/commercial;No;No;No;15/08/2002;UC0101921609AWS23741;5408,666667;Mx
295600;0.6;21;91600;2513;63;4;1;2.5;8;hot air;gas;septic;No;No;Yes;16/08/1999;UC0101345245AWS6431;11764,125;Lx
460000;0.47;1;14100;3336;63;4;1;3.5;12;hot air;gas;public/commercial;No;No;Yes;11/08/2019;UC0101448311AWS35576;1453;S
126000;0.05;17;16000;1302;63;2;1;1.5;4;hot air;gas;public/commercial;No;No;Yes;15/08/2003;UC0101207574AWS27321;4325,5;Mx
220300;0.58;16;38200;2006;63;3;1;2;5;hot air;gas;public/commercial;No;No;Yes;14/08/2004;UC0101682724AWS80488;8041,2;M
175000;0.29;27;22700;1836;63;4;1;1.5;8;hot air;gas;public/commercial;No;No;Yes;17/08/1993;UC0101558977AWS62591;3067;Mx
255000;1;49;69600;1994;60;3;1;2;9;hot air;oil;septic;No;No;No;23/08/1971;UC0101440977AWS48168;7954,888889;M
185000;0.5;19;29000;1652;63;3;1;2;6;hot water/steam;gas;public/commercial;No;No;No;15/08/2001;UC0101960600AWS52086;5108,666667;Mx
234000;0.57;8;31100;1888;63;3;1;2.5;7;hot air;gas;public/commercial;No;No;No;12/08/2012;UC010134491AWS32700;4712,571429;Mx
133500;0.08;19;17200;1480;63;3;1;1.5;5;hot air;gas;public/commercial;No;No;Yes;15/08/2001;UC0101152788AWS83881;3736;Mx
151000;0.2;19;19000;1234;63;2;1;2;7;electric;electric;public/commercial;No;No;No;15/08/2001;UC0101468922AWS80844;2890,571429;S
157500;0.3;31;24500;1778;63;3;1;1.5;7;hot air;gas;public/commercial;No;No;No;18/08/1989;UC010134396AWS88163;3754;Mx
285000;0.65;23;72000;2514;63;5;1;2.5;10;hot air;gas;public/commercial;No;No;Yes;16/08/1997;UC0101892791AWS20815;7451,4;M
217500;0.56;35;30800;2700;63;4;1;2.5;10;hot water/steam;gas;public/commercial;No;No;No;19/08/1985;UC0101422972AWS41919;3350;Mx
300000;0.7;21;39200;2330;63;4;1;3.5;8;hot air;gas;public/commercial;No;No;Yes;16/08/1999;UC0101383586AWS63098;5191,25;Mx
161225;0.6;33;32000;2676;63;4;1;2.5;11;hot water/steam;gas;public/commercial;No;No;No;19/08/1987;UC0101494669AWS90749;3152,363636;Mx
217000;2.85;25;54700;2180;60;4;1;2;8;electric;electric;septic;No;No;Yes;17/08/1995;UC0101560832AWS50930;7110;M
250000;0.47;21;48300;2284;63;4;1;2.5;9;hot air;gas;public/commercial;No;No;Yes;16/08/1999;UC0101159470AWS81442;5620,444444;Mx
124000;0.06;19;16400;1314;63;2;;1.5;6;electric;electric;public/commercial;No;No;No;15/08/2001;UC0101119546AWS1682;2952,333333;S
248000;0.41;35;44300;2396;63;4;1;2.5;11;hot air;gas;septic;No;No;No;19/08/1985;UC010182487AWS55878;4245,090909;Mx
187000;0.57;45;33200;2088;63;4;1;2;8;hot water/steam;gas;septic;No;No;No;22/08/1975;UC0101473657AWS50438;4411;Mx
195000;0.48;39;28200;2310;63;5;1;2.5;11;hot water/steam;gas;public/commercial;No;No;No;20/08/1981;UC010121855AWS33343;2773,636364;S
239900;0.53;19;65800;2040;63;4;1;2.5;10;hot air;gas;public/commercial;No;No;Yes;15/08/2001;UC0101129848AWS82914;6784;M
475000;12.2;19;111300;2599;63;3;1;2.5;11;hot air;electric;septic;No;No;Yes;15/08/2001;UC0101682951AWS78477;10354,45455;Lx
246000;0.61;16;29100;1702;63;3;1;1.5;6;hot water/steam;gas;public/commercial;No;No;No;14/08/2004;UC010169422AWS44200;5133,666667;Mx
219900;0.49;18;28600;2125;63;4;1;2.5;8;hot water/steam;gas;public/commercial;No;No;No;15/08/2002;UC0101996887AWS24624;3840,625;Mx
193500;0.6;38;32000;2310;63;4;1;2.5;10;hot water/steam;gas;public/commercial;No;No;No;20/08/1982;UC0101159169AWS34256;3431;Mx
122000;0.12;31;18200;1431;63;3;;1.5;8;hot air;gas;public/commercial;No;No;Yes;18/08/1989;UC0101152925AWS4327;2453,875;S
118000;0.15;20;18500;924;63;2;;1;7;hot water/steam;gas;public/commercial;No;No;No;15/08/2000;UC0101810614AWS31781;2774,857143;S
125000;0.77;126;36300;1799;60;3;1;1;6;hot air;gas;septic;No;No;No;###############################################################################################################################################################################################################################################################;UC0101883647AWS96115;6349,833333;M
101000;0.26;23;18200;976;63;3;;2;5;electric;electric;public/commercial;No;No;No;16/08/1997;UC0101560575AWS9109;3835,2;Mx
249000;0.66;19;53000;2217;63;4;1;2.5;8;hot air;gas;public/commercial;No;No;Yes;15/08/2001;UC010121664AWS40206;6902,125;M
180000;0.57;102;25800;1969;77;4;2;1;6;hot water/steam;oil;septic;No;No;No;5/09/1918;UC0101362009AWS80078;4628,166667;Mx
292500;0.47;19;75200;2376;63;3;1;2.5;8;hot air;gas;public/commercial;No;No;Yes;15/08/2001;UC0101293553AWS9051;9697;Lx
199500;0.48;18;36700;1585;63;3;1;1.5;5;hot water/steam;gas;public/commercial;No;No;No;15/08/2002;UC0101565600AWS12623;7657;M
205100;0.46;32;32700;1453;63;4;1;2;7;hot air;gas;public/commercial;No;No;No;18/08/1988;UC0101337883AWS69795;4879;Mx
330000;0.57;12;67300;2973;63;4;1;3;11;hot air;oil;public/commercial;No;No;Yes;13/08/2008;UC010142706AWS30839;6388,454545;M
179000;0.43;37;31400;1612;63;3;1;1.5;7;hot air;gas;public/commercial;No;No;No;20/08/1983;UC0101482240AWS37432;4716;Mx
342000;0.58;4;17400;2734;63;3;1;2.5;9;hot air;gas;public/commercial;No;No;Yes;11/08/2016;UC0101125045AWS68895;2237,111111;S
145000;0.15;22;18500;1479;63;3;1;1.5;5;electric;electric;public/commercial;No;No;Yes;16/08/1998;UC0101134571AWS98402;3995,8;Mx
66000;0.14;19;18400;945;63;2;;1;3;electric;electric;public/commercial;No;No;Yes;15/08/2001;UC0101600929AWS45264;6448,333333;M
269900;0.4;25;25000;1938;63;4;1;2.5;8;hot water/steam;gas;public/commercial;No;No;No;17/08/1995;UC0101299958AWS33664;3367,25;Mx
154000;0.1;174;32800;1364;63;5;1;1;9;hot air;oil;septic;No;No;No;###############################################################################################################################################################################################################################################################;UC0101918550AWS47595;3796;Mx
454900;0.5;2;15000;3242;63;4;1;2.5;11;hot air;gas;public/commercial;No;No;Yes;11/08/2018;UC0101557510AWS8706;1658,363636;S
249900;0.42;23;57500;1571;63;3;2;2;7;hot air;gas;public/commercial;No;No;Yes;16/08/1997;UC0101853924AWS47584;8438,714286;M
165000;0.09;21;17600;1314;63;2;1;1.5;6;electric;electric;public/commercial;No;No;Yes;16/08/1999;UC0101969410AWS21808;3152,333333;Mx
329000;0.46;3;16100;2413;63;4;1;1.5;11;hot air;gas;public/commercial;No;No;Yes;11/08/2017;UC0101959888AWS53403;1683;S
49387;0.48;56;31800;900;77;2;1;1;5;hot air;oil;septic;No;No;No;24/08/1964;UC0101147577AWS34349;6540;M
