Suburbio;Direccion;Piezas;tipo;Precio;Metodo;Vendedor;Fecha;Distancia;Codigo postal;habitaciones;Banos;Carros;AreaCons;AreaNoConstruida;AreaComun;Latitud;Longitud;Region;Propietario
Williamstown;64 Twyford St;4;h;3130000;S;RT;4/06/2016;15;3016;4;2;3;439;153;Hobsons Bay;-378679;144899;Western Metropolitan;6380
Williamstown;25 Anzac Cr;2;h;1500000;SP;Greg;6/08/2016;63;3016;;;1;264;71;;;;Western Metropolitan;6380
Williamstown;12 McGuire Cr;3;h;825000;S;Williams;7/05/2016;82;3016;;;2;170;94;;;;Western Metropolitan;6380
Williamstown;98 Osborne St;3;h;1460000;S;Greg;7/05/2016;57;3016;3;1;2;186;91;Hobsons Bay;-378661;1448973;Western Metropolitan;6380
Williamstown;8/99 Verdon St;1;u;310000;SP;Sweeney;7/05/2016;94;3016;1;1;1;118;69;Hobsons Bay;-378588;1448919;Western Metropolitan;6380
Williamstown;20 Bates Dr;3;h;1200000;S;Williams;7/11/2016;67;3016;3;2;1;202;110;Hobsons Bay;-378578;1448799;Western Metropolitan;6380
Williamstown;28 Council La;3;h;1560000;SP;Greg;7/11/2016;82;3016;3;2;1;297;81;Hobsons Bay;-378644;1449039;Western Metropolitan;6380
Williamstown;19 Perry St;3;h;1575000;S;Greg;7/11/2016;73;3016;3;2;2;218;93;Hobsons Bay;-378613;1448939;Western Metropolitan;6380
Williamstown;13/8 The Strand;2;t;830000;SP;Greg;7/11/2016;82;3016;2;1;1;144;55;Hobsons Bay;-378581;1449015;Western Metropolitan;6380
Williamstown;19/8 The Strand;2;t;830000;SP;Greg;7/11/2016;89;3016;2;1;1;164;80;Hobsons Bay;-378581;1449011;Western Metropolitan;6380
Williamstown;17 Station Rd;4;h;1085000;S;Greg;8/10/2016;85;3016;3;1;2;156;66;Hobsons Bay;-378571;1448915;Western Metropolitan;6380
Williamstown;73 Victoria St;4;h;1815000;PI;Sweeney;8/10/2016;61;3016;4;3;3;269;109;Hobsons Bay;-378623;1448884;Western Metropolitan;6380
Williamstown;17 Yarra St;3;h;1470000;S;Jas;8/10/2016;75;3016;3;2;2;181;73;Hobsons Bay;-378513;1448961;Western Metropolitan;6380
Williamstown;33 Hannan St;4;h;2230000;S;Greg;10/09/2016;74;3016;3;2;1;382;119;Hobsons Bay;-378647;1448867;Western Metropolitan;6380
Williamstown;22 Bayview St;3;t;1460000;S;Greg;10/12/2016;57;3016;3;2;1;241;114;Hobsons Bay;-378658;1448857;Western Metropolitan;6380
Williamstown;164 Coogee La;5;h;1410000;SP;Sweeney;10/12/2016;67;3016;5;2;1;269;78;Hobsons Bay;-378643;1448935;Western Metropolitan;6380
Williamstown;14 Illawarra St;2;h;940000;S;RT;10/12/2016;71;3016;2;1;1;168;69;Hobsons Bay;-378695;1449009;Western Metropolitan;6380
Williamstown;73 Victoria St;4;h;1900000;SP;Village;11/03/2017;51;3016;4;3;1;271;101;Hobsons Bay;-378623;1448884;Western Metropolitan;6380
Williamstown;112 Crofton Dr;4;h;1330000;S;Williams;12/11/2016;72;3016;4;3;2;288;127;Hobsons Bay;-378634;1448796;Western Metropolitan;6380
Williamstown;5 Railway Pl;3;h;1010000;PI;Sweeney;12/11/2016;79;3016;3;2;1;210;92;Hobsons Bay;-378667;144903;Western Metropolitan;6380
Williamstown;20 Proctor St;3;h;1010000;S;Raine;13/08/2016;74;3016;3;2;2;158;51;Hobsons Bay;-378571;1448767;Western Metropolitan;6380
Williamstown;5/72 Dover Rd;2;u;450000;S;Williams;14/05/2016;85;3016;2;1;1;125;88;Hobsons Bay;-378536;144899;Western Metropolitan;6380
Williamstown;5/77 Dover Rd;2;u;513500;S;RT;14/05/2016;94;3016;2;1;1;131;83;Hobsons Bay;-378536;1448981;Western Metropolitan;6380
Williamstown;102 John St;2;h;1000000;S;Jas;15/10/2016;78;3016;2;1;1;228;83;Hobsons Bay;-378544;1448922;Western Metropolitan;6380
Williamstown;24/18 Station Rd;2;u;415000;S;Greg;15/10/2016;89;3016;2;1;1;175;130;Hobsons Bay;-37857;144891;Western Metropolitan;6380
Williamstown;22 Burbidge Dr;3;h;906000;SP;Compton;16/04/2016;73;3016;3;2;1;261;203;Hobsons Bay;-378608;1448803;Western Metropolitan;6380
Williamstown;71 Hannan St;4;h;1805000;S;Greg;16/04/2016;47;3016;3;2;1;263;134;Hobsons Bay;-378621;1448872;Western Metropolitan;6380
Williamstown;16 Princes St;4;h;1126000;SP;Raine&Horne;16/04/2016;84;3016;4;1;1;211;101;Hobsons Bay;-378525;1448945;Western Metropolitan;6380
Williamstown;21a Station Rd;3;t;935000;SP;Sweeney;16/04/2016;81;3016;3;2;1;179;101;Hobsons Bay;-378573;1448911;Western Metropolitan;6380
Williamstown;16 Oconnell Mw;3;h;1205000;SP;Williams;16/07/2016;72;3016;;;2;212;115;;;;Western Metropolitan;6380
Williamstown;18 James St;2;h;895000;SA;Hunter;17/09/2016;77;3016;2;2;2;150;75;Hobsons Bay;-37858;1449005;Western Metropolitan;6380
Williamstown;1 Laverton St;2;h;890000;VB;Greg;17/09/2016;73;3016;;;1;171;77;;;;Western Metropolitan;6380
Williamstown;4/54 Yarra St;2;u;375000;SP;Williams;17/09/2016;93;3016;2;1;1;170;126;Hobsons Bay;-378504;1448924;Western Metropolitan;6380
Williamstown;79 Aitken St;3;h;1000000;S;Greg;18/03/2017;74;3016;3;1;1;216;101;Hobsons Bay;-378643;1449043;Western Metropolitan;6380
Williamstown;45 Albert St;2;h;769000;S;RT;18/06/2016;86;3016;2;1;1;194;64;Hobsons Bay;-37853;1448928;Western Metropolitan;6380
Williamstown;26 Collins St;3;h;1270000;S;Williams;19/11/2016;75;3016;3;1;2;228;65;Hobsons Bay;-378587;1448871;Western Metropolitan;6380
Williamstown;24 Merrett Dr;4;h;1172000;S;Village;19/11/2016;85;3016;4;2;2;829;59;Hobsons Bay;-378617;1448799;Western Metropolitan;6380
Williamstown;175 Douglas Pde;3;h;1360000;S;Sweeney;22/05/2016;64;3016;3;1;2;174;75;Hobsons Bay;-378516;1448949;Western Metropolitan;6380
Williamstown;104 Hannan St;4;h;2050000;S;Sweeney;22/05/2016;56;3016;4;2;3;380;110;Hobsons Bay;-378601;1448879;Western Metropolitan;6380
Williamstown;116a Hannan St;3;h;975000;PI;Sweeney;22/05/2016;91;3016;3;2;2;183;72;Hobsons Bay;-378593;1448881;Western Metropolitan;6380
Williamstown;33 Cecil St;3;h;1310000;S;Sweeney;24/09/2016;62;3016;3;2;1;180;68;Hobsons Bay;-378664;1449072;Western Metropolitan;6380
Williamstown;105 Dover Rd;4;t;830000;SP;Gunn&Co;24/09/2016;92;3016;4;1;1;187;102;Hobsons Bay;-378519;1448968;Western Metropolitan;6380
Williamstown;6/13 Dover Rd;2;u;491500;S;RT;24/09/2016;93;3016;2;1;1;116;60;Hobsons Bay;-378563;1448995;Western Metropolitan;6380
Williamstown;2/4 Lyons St;2;u;547500;SP;Greg;24/09/2016;92;3016;2;1;1;167;79;Hobsons Bay;-378612;1448971;Western Metropolitan;6380
Williamstown;5 Ellery La;3;t;965000;S;Sweeney;25/02/2017;81;3016;3;2;1;230;118;Hobsons Bay;-378666;1449058;Western Metropolitan;6380
Williamstown;26A Macquarie St;3;h;1262000;S;Williams;25/02/2017;83;3016;3;2;2;263;86;Hobsons Bay;-378551;1448959;Western Metropolitan;6380
Williamstown;77 Melbourne Rd;3;h;1210000;S;Williams;25/02/2017;64;3016;3;1;2;221;70;Hobsons Bay;-3786;144895;Western Metropolitan;6380
Williamstown;9/99 Melbourne Rd;2;u;412000;SP;Williams;25/02/2017;94;3016;2;1;1;132;94;Hobsons Bay;-378586;1448937;Western Metropolitan;6380
Williamstown;81 Parker St;2;h;1337500;SP;Raine;25/02/2017;75;3016;2;1;2;248;115;Hobsons Bay;-378645;1448977;Western Metropolitan;6380
Williamstown;2 Pope Pl;3;t;1230000;SP;Sweeney;25/02/2017;68;3016;;;2;215;102;;;;Western Metropolitan;6380
Williamstown;18A Rennie St;2;h;811000;S;RT;25/02/2017;82;3016;2;1;1;184;58;Hobsons Bay;-378555;1448952;Western Metropolitan;6380
Williamstown;50 Thompson St;4;h;1630000;S;Greg;25/02/2017;64;3016;4;2;2;209;89;Hobsons Bay;-378656;1449039;Western Metropolitan;6380
Williamstown;24 John St;2;h;920000;S;Jas;26/07/2016;71;3016;2;1;1;1112;99;Hobsons Bay;-37855;1448985;Western Metropolitan;6380
Williamstown;166 Cecil St;3;h;960000;SP;Gunn&Co;27/06/2016;77;3016;3;2;1;177;81;Hobsons Bay;-378605;1448998;Western Metropolitan;6380
Williamstown;118 Hannan St;3;h;1482500;S;Sweeney;27/06/2016;81;3016;3;2;1;288;102;Hobsons Bay;-378592;144888;Western Metropolitan;6380
Williamstown;19 MacLean St;4;h;1300000;PI;Sweeney;27/06/2016;63;3016;4;2;2;240;83;Hobsons Bay;-378576;1448992;Western Metropolitan;6380
Williamstown;44 Parker St;3;h;1378000;SP;Williams;27/06/2016;79;3016;;;1;258;100;;;;Western Metropolitan;6380
Williamstown;139 Cecil St;4;h;2255000;S;Raine;27/11/2016;50;3016;4;1;3;237;98;Hobsons Bay;-378621;1448999;Western Metropolitan;6380
Williamstown;233 Nelson Pl;4;h;1860000;S;Sweeney;27/11/2016;68;3016;4;2;3;258;100;Hobsons Bay;-378615;1449023;Western Metropolitan;6380
Williamstown;68 Osborne St;3;h;1710000;SP;RT;27/11/2016;70;3016;3;2;2;365;170;Hobsons Bay;-378671;1449001;Western Metropolitan;6380
Williamstown;11 Sandpiper Pl;4;h;2440000;S;Sweeney;27/11/2016;71;3016;4;3;3;474;227;Hobsons Bay;-378638;1448798;Western Metropolitan;6380
Williamstown;2/125 Ferguson St;1;u;331000;S;Williams;28/05/2016;93;3016;1;1;1;123;62;Hobsons Bay;-378586;1448933;Western Metropolitan;6380
Williamstown;5 Dover La;3;h;1230000;S;RT;28/08/2016;88;3016;;;1;205;115;;;;Western Metropolitan;6380
Williamstown North;4/4 Florence St;2;t;500000;VB;Village;3/09/2016;85;3016;2;1;1;177;113;Hobsons Bay;-378563;1448782;Western Metropolitan;802
Williamstown North;22 Park Cr;3;h;1075000;SP;Sweeney;3/12/2016;82;3016;;;1;276;209;;;;Western Metropolitan;802
Williamstown North;5/7 Park Cr;2;u;580000;SP;Jas;3/12/2016;83;3016;;;1;184;101;;;;Western Metropolitan;802
Williamstown North;4/29 Champion Rd;2;u;400000;SP;Compton;8/10/2016;88;3016;2;1;1;150;69;Hobsons Bay;-378564;1448864;Western Metropolitan;802
Williamstown North;37 Champion Rd;5;h;1410000;SP;Sweeney;8/10/2016;87;3016;5;2;2;209;86;Hobsons Bay;-378561;1448859;Western Metropolitan;802
Williamstown North;10/68 Kororoit Creek Rd;1;u;285000;S;Williams;10/09/2016;90;3016;1;1;1;108;74;Hobsons Bay;-378571;1448841;Western Metropolitan;802
Williamstown North;8/46 Kororoit Creek Rd;2;u;460000;SP;Williams;11/03/2017;93;3016;2;1;1;152;88;Hobsons Bay;-378573;1448854;Western Metropolitan;802
Williamstown North;3 Myrtle St;4;h;881000;SP;Sweeney;13/08/2016;75;3016;4;1;2;228;109;Hobsons Bay;-378559;1448785;Western Metropolitan;802
Williamstown North;42 Park Cr;2;h;600000;SA;Barlow;16/04/2016;93;3016;;;1;179;78;;;;Western Metropolitan;802
Williamstown North;12/29 Champion Rd;2;u;380000;PI;Greg;18/06/2016;90;3016;2;1;1;118;50;Hobsons Bay;-378564;1448864;Western Metropolitan;802
Williamstown North;26 Walter St;4;h;1440000;SP;Williams;19/11/2016;59;3016;4;3;1;301;112;Hobsons Bay;-378536;1448734;Western Metropolitan;802
Williamstown North;13/68 Kororoit Creek Rd;2;u;367500;S;Sweeney;24/09/2016;91;3016;2;1;1;107;56;Hobsons Bay;-378571;1448841;Western Metropolitan;802
Williamstown North;4/9 Adeline St;1;u;355000;S;Sweeney;27/11/2016;95;3016;1;1;1;117;61;Hobsons Bay;;;Western Metropolitan;802
Williamstown North;18 Inglis St;3;h;1225000;SP;Raine;27/11/2016;81;3016;3;1;1;250;95;Hobsons Bay;-378546;1448762;Western Metropolitan;802
Windsor;207/152 Peel St;2;u;580000;VB;Jellis;3/09/2016;81;3181;2;2;1;164;63;Port Phillip;-378558;1449903;Southern Metropolitan;4380
Windsor;56 Henry St;3;h;1850000;VB;Marshall;3/12/2016;56;3181;3;1;3;264;109;Stonnington;-378546;1449865;Southern Metropolitan;4380
Windsor;1/14 The Avenue;3;u;825000;S;Marshall;3/12/2016;85;3181;3;1;1;155;86;Stonnington;-378565;144998;Southern Metropolitan;4380
Windsor;344 High St;3;h;2302000;S;Marshall;4/03/2017;66;3181;3;1;2;248;114;Stonnington;-378528;1449994;Southern Metropolitan;4380
Windsor;54a Hornby St;2;h;1045000;S;Marshall;4/03/2017;91;3181;2;1;2;192;101;Stonnington;-37855;1449961;Southern Metropolitan;4380
Windsor;39 McIlwrick St;4;h;2050000;PI;Marshall;4/03/2017;79;3181;4;2;3;324;116;Stonnington;-378559;1449948;Southern Metropolitan;4380
Windsor;1/60 McIlwrick St;2;u;611000;S;Hodges;4/03/2017;88;3181;2;1;1;165;85;Stonnington;-378564;1449971;Southern Metropolitan;4380
Windsor;6/213 Dandenong Rd;2;u;600000;S;hockingstuart;6/08/2016;91;3181;2;1;1;169;98;Stonnington;-378581;1449972;Southern Metropolitan;4380
Windsor;4/12 Ellesmere Rd;2;u;800000;S;Fletchers;7/05/2016;79;3181;2;1;1;158;65;Port Phillip;-378577;1450002;Southern Metropolitan;4380
Windsor;17/25 Williams Rd;1;u;275000;VB;Gary;7/05/2016;90;3181;1;1;1;137;85;Port Phillip;-378564;1450016;Southern Metropolitan;4380
Windsor;33 Earl St;2;h;1325000;S;Marshall;7/11/2016;73;3181;2;1;1;261;119;Stonnington;-378535;1449952;Southern Metropolitan;4380
Windsor;7b Nathan Pl;3;h;1540000;S;Biggin;7/11/2016;72;3181;3;2;2;220;64;Stonnington;-378556;144995;Southern Metropolitan;4380
Windsor;115 Albert St;3;h;1370000;S;Paul;10/09/2016;78;3181;3;1;2;210;100;Port Phillip;-37856;1449891;Southern Metropolitan;4380
Windsor;5/9 Williams Rd;2;u;655000;PI;Tim;10/09/2016;83;3181;;;1;115;54;;;;Southern Metropolitan;4380
Windsor;6/7 Ellesmere Rd;1;u;372000;S;Fletchers;10/12/2016;90;3181;1;1;1;131;76;Stonnington;-378574;145;Southern Metropolitan;4380
Windsor;9/58 The Avenue;1;u;412500;S;Beller;10/12/2016;93;3181;1;1;1;165;82;Stonnington;-378533;1449986;Southern Metropolitan;4380
Windsor;6/10 Wrexham Rd;1;u;452000;S;Marshall;11/02/2017;94;3181;1;1;1;152;77;Stonnington;-378568;1450004;Southern Metropolitan;4380
Windsor;13/14 Newry St;2;u;450000;PI;hockingstuart;13/08/2016;88;3181;2;1;1;122;83;Stonnington;-378552;1450005;Southern Metropolitan;4380
Windsor;106/233 Dandenong Rd;1;u;300000;VB;Ray;15/10/2016;95;3181;1;1;1;192;127;Port Phillip;-378584;1449994;Southern Metropolitan;4380
Windsor;4/11 Lewisham Rd;2;u;520000;PI;Biggin;15/10/2016;86;3181;2;1;1;168;85;Stonnington;-378573;1449987;Southern Metropolitan;4380
Windsor;6/28 The Avenue;2;u;650000;S;Thomson;16/07/2016;83;3181;2;2;1;165;93;Port Phillip;-378554;1449982;Southern Metropolitan;4380
Windsor;7/8 The Avenue;1;u;501000;PI;Noel;16/07/2016;92;3181;1;1;1;142;83;Port Phillip;-378571;1449979;Southern Metropolitan;4380
Windsor;1/43 Williams Rd;2;u;380000;VB;hockingstuart;16/07/2016;87;3181;2;1;1;146;64;Port Phillip;-378555;1450018;Southern Metropolitan;4380
Windsor;3/11 Lincoln Pl;2;h;1177000;PI;Marshall;18/03/2017;85;3181;2;2;1;206;85;Stonnington;-378543;1449939;Southern Metropolitan;4380
Windsor;1a Primrose St;4;h;1605000;S;Biggin;18/03/2017;84;3181;4;1;2;358;193;Stonnington;-378549;1449948;Southern Metropolitan;4380
Windsor;10/27 Lewisham Rd;2;u;600000;S;Biggin;18/06/2016;90;3181;2;1;1;165;74;Port Phillip;-378559;144999;Southern Metropolitan;4380
Windsor;50 Andrew St;2;h;1500000;S;Jellis;19/11/2016;83;3181;2;1;1;300;113;Stonnington;-378518;1449868;Southern Metropolitan;4380
Windsor;1/300 High St;3;u;830000;S;hockingstuart;19/11/2016;87;3181;3;2;1;116;27;Stonnington;-378526;1449977;Southern Metropolitan;4380
Windsor;46/174 Peel St;2;u;1200000;SP;Jellis;19/11/2016;77;3181;2;2;2;210;106;Port Phillip;-378563;1449916;Southern Metropolitan;4380
Windsor;7/23 The Avenue;1;u;300000;VB;Beller;19/11/2016;94;3181;1;1;1;168;124;Stonnington;-378556;1449977;Southern Metropolitan;4380
Windsor;6/23 The Avenue;1;u;400000;VB;hockingstuart;22/05/2016;87;3181;1;1;1;148;83;Port Phillip;-378556;1449977;Southern Metropolitan;4380
Windsor;11/5 The Avenue;2;u;623000;S;Beller;22/08/2016;89;3181;2;1;1;160;96;Port Phillip;-378572;1449974;Southern Metropolitan;4380
Windsor;3/45 Williams Rd;2;u;600000;SP;hockingstuart;24/09/2016;89;3181;2;1;1;129;53;Stonnington;-378554;1450018;Southern Metropolitan;4380
Windsor;45 Hornby St;2;h;1325000;PI;Marshall;25/02/2017;88;3181;2;1;2;174;85;Port Phillip;-378547;1449959;Southern Metropolitan;4380
Windsor;12/29 Upton Rd;2;u;518000;S;hockingstuart;26/07/2016;90;3181;2;1;1;1191;71;Port Phillip;-378533;1449881;Southern Metropolitan;4380
Windsor;50 Lewisham Rd;3;h;2368000;S;Marshall;27/06/2016;83;3181;3;2;3;306;117;Stonnington;-378547;1449995;Southern Metropolitan;4380
Windsor;4 Erica St;2;h;1350000;S;Kay;27/11/2016;87;3181;2;1;1;243;83;Stonnington;-378549;1450006;Southern Metropolitan;4380
Windsor;22/17 Ellesmere Rd;2;u;650000;VB;McGrath;28/05/2016;90;3181;2;1;1;233;125;Port Phillip;-378574;1450006;Southern Metropolitan;4380
Windsor;1/24 Green St;3;h;1200000;S;Biggin;28/05/2016;76;3181;3;1;2;270;173;Stonnington;-378533;1449913;Southern Metropolitan;4380
Windsor;19 Newry St;3;h;1320000;S;Jellis;28/05/2016;82;3181;3;1;2;262;82;Port Phillip;-378554;1450001;Southern Metropolitan;4380
Windsor;8/15 Wrexham Rd;2;u;580000;S;Biggin;28/05/2016;82;3181;2;1;1;197;101;Stonnington;-378565;1450011;Southern Metropolitan;4380
Windsor;5/243 Dandenong Rd;2;u;555000;PI;Kay;28/08/2016;87;3181;2;1;1;140;99;Port Phillip;-378585;1450004;Southern Metropolitan;4380
Windsor;8/14 Newry St;2;u;474000;S;Beller;28/08/2016;92;3181;2;1;1;233;195;Port Phillip;-378552;1450005;Southern Metropolitan;4380
Windsor;31 Raleigh St;2;h;1350000;S;Jellis;28/08/2016;70;3181;2;1;1;202;81;Port Phillip;-378522;144986;Southern Metropolitan;4380
Windsor;77 Raleigh St;3;h;1910000;S;Marshall;28/08/2016;67;3181;3;3;2;278;98;Stonnington;-378525;1449881;Southern Metropolitan;4380
Yallambie;27 Aminya Cr;3;h;665000;S;Darren;3/09/2016;93;3085;;;1;124;68;;;;Northern Metropolitan;1369
Yallambie;11 Tarcoola Dr;4;h;700000;S;Barry;3/09/2016;87;3085;4;1;1;131;49;Banyule;-377251;1451053;Northern Metropolitan;1369
Yallambie;8 Ovata Cl;4;h;915000;S;Barry;4/03/2017;76;3085;4;3;1;243;121;Banyule;-377198;1451034;Northern Metropolitan;1369
Yallambie;40 Allima Av;4;h;760000;S;Buckingham;7/05/2016;79;3085;;;2;184;127;;;;Northern Metropolitan;1369
Yallambie;16 Lowan Av;3;h;715000;S;Buckingham;7/11/2016;87;3085;;;1;165;68;;;;Northern Metropolitan;1369
Yallambie;4 Aminya Cr;3;h;710000;PI;Nelson;10/12/2016;90;3085;;;1;148;87;;;;Northern Metropolitan;1369
Yallambie;70 Tarcoola Dr;3;h;810000;S;Buckingham;10/12/2016;74;3085;3;2;2;217;103;Banyule;-377216;1451066;Northern Metropolitan;1369
Yallambie;267 Yallambie Rd;3;h;753000;S;Barry;11/02/2017;84;3085;3;2;1;180;97;Banyule;-377233;1451045;Northern Metropolitan;1369
Yallambie;340 Yallambie Rd;3;h;602500;S;Ray;13/08/2016;84;3085;3;2;1;201;104;Banyule;-377279;1451017;Northern Metropolitan;1369
Yallambie;4 Coleen St;3;h;742000;S;Barry;15/10/2016;84;3085;3;1;1;138;81;Banyule;-377305;145081;Northern Metropolitan;1369
Yallambie;36 Longacres Rd;4;h;953000;S;Fletchers;15/10/2016;71;3085;4;2;1;175;88;Banyule;-377302;1450883;Northern Metropolitan;1369
Yallambie;5 Kurdian Ct;4;h;840000;S;Barry;16/07/2016;74;3085;4;2;2;214;110;Banyule;-377218;145108;Northern Metropolitan;1369
Yallambie;2 Debra Ct;3;h;650000;S;hockingstuart;17/09/2016;87;3085;3;1;1;193;128;Banyule;-37731;1450811;Northern Metropolitan;1369
Yallambie;342 Yallambie Rd;4;h;793000;S;Barry;18/03/2017;91;3085;4;2;1;1152;68;Banyule;-37728;1451017;Northern Metropolitan;1369
Yallambie;4 Melliodora Pl;3;h;731000;S;hockingstuart;18/06/2016;89;3085;3;2;1;174;92;Banyule;-377195;1451034;Northern Metropolitan;1369
Yallambie;21 Bimbadeen Cr;3;h;758000;S;Buckingham;19/11/2016;81;3085;;;2;197;82;;;;Northern Metropolitan;1369
Yallambie;5 Crew St;3;h;710000;S;Miles;19/11/2016;80;3085;3;1;1;142;77;Banyule;-377306;1450854;Northern Metropolitan;1369
Yallambie;38 Allima Av;3;h;788000;S;Barry;22/05/2016;86;3085;;;1;162;68;;;;Northern Metropolitan;1369
Yallambie;23 Cascades Vw;3;h;670000;VB;Darren;22/08/2016;87;3085;;;1;174;87;;;;Northern Metropolitan;1369
Yallambie;252 Yallambie Rd;3;h;720000;S;Buckingham;24/09/2016;82;3085;4;2;1;161;57;Banyule;-377225;1451037;Northern Metropolitan;1369
Yallambie;5 Binalong Ct;3;h;720000;S;Barry;25/02/2017;86;3085;3;2;1;193;88;Banyule;-377214;1451034;Northern Metropolitan;1369
Yallambie;27 Ovata Cl;3;h;936000;S;Buckingham;26/07/2016;78;3085;3;2;2;180;96;Banyule;-3772;1451014;Northern Metropolitan;1369
Yallambie;33 Fahey Cr;3;h;710000;S;Fletchers;27/11/2016;94;3085;;;1;187;65;;;;Northern Metropolitan;1369
Yallambie;17 Marigolds Rd;3;h;800000;S;Darren;27/11/2016;76;3085;3;2;1;156;97;Banyule;-377285;1450845;Northern Metropolitan;1369
Yallambie;5 Amanda Ct;3;h;721000;S;Barry;28/08/2016;93;3085;3;1;1;167;93;Banyule;-377303;1450823;Northern Metropolitan;1369
Yarraville;13 Benbow St;3;h;1000000;S;Jas;3/09/2016;81;3013;3;2;1;210;98;Maribyrnong;-378228;1448799;Western Metropolitan;6543
Yarraville;2/5 Jepson St;2;u;640000;PI;hockingstuart;3/09/2016;90;3013;;;1;211;133;;;;Western Metropolitan;6543
Yarraville;6 Sanderson St;2;h;890000;SP;Village;3/09/2016;82;3013;3;1;1;183;72;Maribyrnong;-378149;1448707;Western Metropolitan;6543
Yarraville;40 Tarrengower St;2;h;760000;SP;Jas;3/09/2016;83;3013;2;1;1;210;117;Maribyrnong;-378176;1448911;Western Metropolitan;6543
Yarraville;83 Tarrengower St;3;h;1165000;S;Village;3/09/2016;76;3013;3;1;2;146;43;Maribyrnong;-378175;1448879;Western Metropolitan;6543
Yarraville;4 Finlay St;4;h;1550000;S;Village;3/12/2016;83;3013;4;2;2;202;76;Maribyrnong;-378187;1448771;Western Metropolitan;6543
Yarraville;7/87 Gamon St;3;h;770000;VB;Jas;3/12/2016;84;3013;3;1;1;153;65;Maribyrnong;-378108;1448899;Western Metropolitan;6543
Yarraville;160 Hyde St;3;h;871000;S;Jas;3/12/2016;72;3013;3;2;2;143;63;Maribyrnong;-378167;1448965;Western Metropolitan;6543
Yarraville;1/194 Hyde St;3;h;780000;S;Village;3/12/2016;93;3013;3;2;2;182;67;Maribyrnong;-378175;1448964;Western Metropolitan;6543
Yarraville;3/27 Stephen St;2;t;650000;VB;Jas;3/12/2016;80;3013;2;1;1;140;73;Maribyrnong;-378113;1448955;Western Metropolitan;6543
Yarraville;41 Sussex St;3;h;770000;SP;Jas;3/12/2016;79;3013;2;1;1;193;110;Maribyrnong;-3782;144891;Western Metropolitan;6543
Yarraville;147 Williamstown Rd;3;h;851000;S;Jas;3/12/2016;84;3013;;;1;148;94;;;;Western Metropolitan;6543
Yarraville;29 Newcastle St;2;h;890000;S;hockingstuart;4/02/2016;90;3013;2;1;1;184;82;Maribyrnong;-378209;1448913;Western Metropolitan;6543
Yarraville;60 Adeney St;3;h;960000;S;Sweeney;4/03/2017;82;3013;3;1;2;198;99;Maribyrnong;-378159;1448626;Western Metropolitan;6543
Yarraville;76 Bishop St;4;h;1235000;SP;Jas;4/03/2017;83;3013;4;2;1;215;114;Maribyrnong;-378139;1448741;Western Metropolitan;6543
Yarraville;16A Gordon Pde;3;t;670000;PI;Jas;4/03/2017;90;3013;3;2;1;168;90;Maribyrnong;-378228;1448833;Western Metropolitan;6543
Yarraville;1/11 Goulburn St;2;h;960000;S;Village;4/03/2017;84;3013;2;2;2;149;69;Maribyrnong;-378154;1448917;Western Metropolitan;6543
Yarraville;5 Hood St;2;h;1000000;VB;Village;4/03/2017;89;3013;2;1;2;197;98;Maribyrnong;-378115;1448875;Western Metropolitan;6543
Yarraville;13 Pearce St;2;h;710000;S;Chisholm;4/03/2017;86;3013;2;1;1;139;78;Maribyrnong;-378198;1448839;Western Metropolitan;6543
Yarraville;109 Powell St;3;h;1320000;S;Jas;4/03/2017;72;3013;3;2;2;255;140;Maribyrnong;-378217;1448842;Western Metropolitan;6543
Yarraville;13 Simpson St;3;h;1100000;VB;Village;4/03/2017;72;3013;3;2;2;182;66;Maribyrnong;-378175;1448929;Western Metropolitan;6543
Yarraville;7/88 Stephen St;2;u;782000;S;hockingstuart;4/03/2017;87;3013;2;1;1;157;96;Maribyrnong;-378156;1448943;Western Metropolitan;6543
Yarraville;34 Wilkins St;3;h;931000;S;Douglas;4/03/2017;71;3013;3;1;1;209;88;Maribyrnong;-378182;1448727;Western Metropolitan;6543
Yarraville;6 Clarendon St;3;h;910000;S;Village;4/06/2016;86;3013;3;3;2;204;79;Maribyrnong;-378197;1448875;Western Metropolitan;6543
Yarraville;1a Court St;2;h;796000;SP;Jas;4/06/2016;84;3013;2;1;1;190;94;Maribyrnong;-378184;1448809;Western Metropolitan;6543
Yarraville;3 Cuming St;2;h;856000;S;Greg;4/06/2016;75;3013;2;1;1;185;93;Maribyrnong;-378157;144887;Western Metropolitan;6543
Yarraville;40 Freeman St;3;h;670000;VB;Village;4/06/2016;80;3013;3;1;1;100;30;Maribyrnong;-378186;1448736;Western Metropolitan;6543
Yarraville;25 Gray St;4;h;706000;S;Jas;4/06/2016;93;3013;2;1;1;151;94;Maribyrnong;-37819;144895;Western Metropolitan;6543
Yarraville;101 Roberts St;3;h;1050000;S;hockingstuart;4/06/2016;82;3013;2;2;2;235;123;Maribyrnong;-378128;1448695;Western Metropolitan;6543
Yarraville;1/53 Stephen St;2;u;410000;PI;hockingstuart;6/08/2016;90;3013;2;0;1;202;130;Maribyrnong;-378129;1448952;Western Metropolitan;6543
Yarraville;31 Frederick St;4;h;1320000;SP;Village;7/05/2016;81;3013;4;2;1;257;96;Maribyrnong;-378197;1448957;Western Metropolitan;6543
