"SeriousDlqin2yrs","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30-59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60-89DaysPastDueNotWorse","NumberOfDependents","RevolvingUtilizationOfUnsecuredLines-Adjusted"
"0",0.002275705,53,0,1343,5400,3,0,1,0,0,0
"0",0.532220677,50,0,34,5400,1,0,0,0,0,0
"0",0.43964009,23,0,424,5400,3,0,0,0,0,0
"0",0.583416583,24,0,0.01827957,929,4,0,0,0,0,0
"0",0.256920004,47,0,1.869224534,3700,10,0,1,0,1,0
"0",0.781203133,29,0,0.237839451,3350,7,0,0,0,0,0
"0",0.372600668,78,0,0.413091641,4964,7,0,2,0,0,0
"0",0,51,0,0,6090,9,0,0,0,0,0
"0",0.733248245,50,0,0.2139765,3233,8,0,0,0,0,0
"0",0.003544066,68,0,0.247061338,4678,8,0,2,0,0,0
"0",0.020331074,56,0,1144,5400,5,0,1,0,0,0
"0",0.044977511,24,0,0.115147112,2752,2,0,0,0,0,0
"0",0,26,0,0.203398301,2000,3,0,0,0,0,0
"0",0.98070193,50,0,0.2913592,4200,5,0,0,0,1,0
"0",0.012540688,75,0,0.014723926,2444,10,0,0,0,0,0
"0",0.760398678,55,0,0.999729803,3700,7,0,1,0,0,0
"0",0.9999999,63,0,0.365768897,2301,6,0,0,0,0,0
"0",0.879890065,41,0,1076,5400,3,0,0,0,0,0
"0",0,78,0,4,5400,5,0,0,0,0,0
"0",0.024996694,31,0,0.128421053,1424,3,0,0,0,0,0
"0",0.9999999,51,0,1467,5400,8,0,1,0,0,0
"0",0,23,0,0,5400,1,0,0,0,0,0
"0",0.907339511,36,0,0.619272424,3600,9,0,0,0,0,0
"0",0.224943422,54,0,0.441962193,6400,8,0,3,0,0,0
"0",0.077676498,73,0,2254,5400,9,0,2,0,1,0
"0",0.384427189,40,0,0.35013785,2538,10,0,0,0,0,0
"0",0.00493596,71,0,0.289177706,4000,8,0,2,0,0,0
"0",0,85,0,0,5400,1,0,0,0,0,0
"0",0.173721752,42,0,0.1216969,7000,4,0,0,0,1,0
"0",0.777297816,51,0,0.197765825,7250,7,0,1,0,3,0
"0",0.738347946,38,0,0.146970606,5000,3,0,0,0,0,0
"0",0.024298958,69,0,0.069048254,3750,6,0,0,0,0,0
"0",0.003528997,24,0,0.633373934,820,5,0,0,0,0,0
"0",0.081048366,80,0,50,5400,6,0,0,0,0,0
"0",0.9999999,47,0,0.094220495,4117,6,0,0,0,1,0
"0",0.131575957,46,0,0.007346354,5580,2,0,0,0,0,0
"0",0.045606713,81,0,107,5400,4,0,0,0,0,0
"0",0,69,0,0.311178823,5250,4,0,1,0,0,0
"0",0.033553106,50,0,0.502619571,5916,7,0,1,0,0,0
"0",0,60,0,2304,5400,6,0,1,0,0,0
"0",0.089881158,62,0,0.49144168,5666,10,0,2,0,2,0
"0",0,58,0,1808,5400,7,0,1,0,3,0
"0",0,45,0,0.460930641,3416,5,0,2,0,2,0
"0",0.034358468,49,0,0.143702906,3715,7,0,1,0,1,0
"0",0.487674883,29,0,0.142857143,4500,5,0,0,0,0,0
"0",0.002254877,63,0,0.220456293,3900,8,0,1,0,0,0
"0",0.443094274,30,0,0.190607735,3257,6,0,0,0,2,0
"0",0.30076965,30,0,685,5400,4,0,0,0,0,0
"0",0.9999999,37,0,3368,5400,4,0,2,0,0,0
"0",0.326419387,52,0,4885,5400,9,0,2,0,1,0
"0",0.533744376,39,0,1.163826403,4400,8,0,2,0,0,0
"0",0.177588161,53,0,79,5400,2,0,0,0,0,0
"0",0.299267518,57,0,0.517393043,2500,6,0,1,0,1,0
"0",0.9999999,63,0,0.333502796,5900,3,0,1,0,0,0
"0",0.112672183,69,0,68.5,1,4,0,0,0,0,0
"0",0.01469853,72,0,0.255819534,4166,5,0,1,0,0,0
"0",0.9999999,40,0,53,5400,1,0,0,0,0,0
"0",0,29,0,2658,5400,3,0,1,0,0,0
"0",0.601365158,40,0,0.338280767,3233,6,0,0,0,3,0
"0",0.000986699,43,0,0.000239981,4166,9,0,0,0,0,0
"0",0.012499432,58,0,3543,5400,8,0,3,0,0,0
"0",0.268080256,42,0,5030,5400,7,0,2,0,0,0
"0",0.9999999,74,0,35,0,2,0,0,0,0,0
"1",1.404793609,41,0,0.438106439,3400,3,0,1,0,0,0
"0",0.076880343,56,0,0.33453138,3616,10,0,1,0,2,0
"0",0.127904616,58,0,887,5400,9,0,0,0,0,0
"0",0.666256864,31,0,0.205264912,3000,3,0,0,0,0,0
"0",0.229897509,41,0,1.667474258,1650,7,0,2,0,0,0
"0",0.007753325,75,0,11,5400,6,0,0,0,0,0
"0",0.74712216,54,0,0.94174059,4170,10,0,4,0,0,0
"0",0.489001048,82,0,0.581408141,1817,4,0,1,0,0,0
"0",0.134865135,48,0,0.001142531,3500,1,0,0,0,1,0
"0",0.049442918,84,0,0.00939812,5000,4,0,0,0,1,0
"0",0.590870572,46,0,0.286823936,3475,5,0,0,0,0,0
"0",0.075572177,69,0,0.415379022,5500,6,0,1,0,0,0
"0",0,37,0,0.105103396,5270,8,0,0,0,0,0
"0",0.055499709,59,0,1019,5400,10,0,0,0,1,0
"0",0.804391218,37,0,110,5400,2,0,0,0,0,0
"0",0.076017868,42,0,0.388522296,5000,8,0,1,0,0,0
"0",0.444950507,50,0,0.734053189,5000,8,0,2,0,3,0
"0",0,68,0,931,5400,4,0,1,0,0,0
"0",0.130773845,51,0,31,5400,1,0,0,0,0,0
"0",0.023289253,57,0,0.009278515,6250,5,0,0,0,0,0
"0",0.01599966,76,0,0.005279578,4166,3,0,0,0,0,0
"0",0,51,0,473,0,6,0,1,0,3,0
"0",0.007230668,66,0,0.139817629,6250,9,0,1,0,0,0
"0",0.138531842,70,0,0.030067758,7083,7,0,0,0,0,0
"0",0.406755979,53,0,0.310344828,5741,8,0,1,0,1,0
"0",0.324054076,34,0,0.291068082,1600,4,0,0,0,0,0
"0",0.030389555,56,0,0.036296686,1900,9,0,0,0,0,0
"0",0.045385726,44,0,0.21541502,5565,8,0,1,0,2,0
"0",0.071879113,52,0,0.392720737,4450,5,0,1,0,4,0
"0",0.092095315,70,0,0.281674738,6400,9,0,1,0,1,0
"0",0.17362842,59,0,0.190161968,5000,7,0,2,0,2,0
"0",0.00428551,43,0,0.029294274,750,2,0,0,0,0,0
"0",0.021666185,80,0,0.902560899,1600,7,0,1,0,0,0
"0",0.011506031,76,0,27,5400,4,0,0,0,0,0
"0",0,55,0,1666,5400,8,0,1,0,0,0
"0",0,62,0,0,3499,3,0,0,0,0,0
"0",0.013523552,72,0,22,5400,4,0,0,0,0,0
"0",0.074336248,76,0,0.687347932,3287,10,0,1,0,0,0
"0",0.321767823,35,0,0.718414834,5500,6,0,2,0,1,0
"0",0.992308876,47,0,0.363526204,3300,5,0,1,0,1,0
"0",0.188927481,49,0,0.820627803,1560,6,0,0,0,0,0
"0",0.095452274,26,0,0.005780347,864,2,0,0,0,0,0
"0",0,38,0,1274,0,5,0,1,0,2,0
"0",0.485002174,31,0,0.098760496,2500,6,0,0,0,0,0
"0",0.743170386,56,0,0.32838619,6400,7,0,1,0,1,0
"0",0.126534814,77,0,77,5400,3,0,0,0,0,0
"0",0.604008283,57,0,3580,5400,8,0,2,0,0,0
"0",0.137590661,26,0,0.016283853,5833,3,0,0,0,0,0
"0",0.256401491,39,0,0.256957328,3233,5,0,0,0,2,0
"0",0.181085091,31,0,0.165111407,5250,4,0,0,0,1,0
"0",0.188958286,41,0,0.345700955,4500,5,0,2,0,1,0
"0",0.051419048,37,0,3205,5400,4,0,1,0,0,0
"0",0.273246679,44,0,0.243311187,5568,6,0,2,0,0,0
"0",0,68,0,0.433638444,873,2,0,0,0,0,0
"0",0,60,0,0.378088844,7000,10,0,2,0,3,0
"0",0.077776207,51,0,0.426373934,7150,9,0,2,0,3,0
"0",0.323573283,53,0,0.220889094,6500,5,0,2,0,1,0
"0",0,52,0,0,1833,4,0,0,0,0,0
"0",0.080990553,47,0,0.662674651,500,9,0,0,0,2,0
"0",0.069017566,40,0,0.476265511,5076,8,0,1,0,2,0
"0",0.31177757,40,0,0.212598425,2031,2,0,0,0,0,0
"0",0.023526592,89,0,20,5400,4,0,0,0,0,0
"0",0.092731788,63,0,166,5400,4,0,0,0,0,0
"1",0,28,0,0.561998766,1620,8,0,0,0,0,0
"0",0.831816147,33,0,0.044521461,3750,5,0,0,0,0,0
"0",0.9999999,43,0,0.552282158,2409,8,0,1,0,1,0
"0",0.350010484,49,0,1.469265367,2000,9,0,3,0,2,0
"0",0.19594065,48,0,1.676529388,2500,9,0,1,0,0,0
"0",0.9999999,78,0,38,5400,2,0,0,0,0,0
"0",0.010639574,84,0,0.003197807,2188,3,0,0,0,0,0
"0",0.255744256,27,0,0.51974013,2000,2,0,0,0,0,0
"0",0.25801855,51,0,0.131490935,5680,2,0,0,0,0,0
"0",0,46,0,1010,5400,7,0,1,0,0,0
"0",0.992010652,48,0,0.098180364,5000,3,0,0,0,3,0
"0",0,23,0,0,861,2,0,0,0,0,0
"0",0.079097494,83,0,37,5400,4,0,0,0,0,0
"0",0.004145024,70,0,0.001919846,4166,8,0,0,0,0,0
"0",0,33,0,0.246701319,2500,5,0,0,0,2,0
"0",0.459414319,47,0,0.481123944,5800,10,0,3,0,2,0
"0",0.199614504,27,0,0.06433495,3916,6,0,0,0,0,0
"0",0.007675401,53,0,0.004928806,3651,9,0,0,0,0,0
"0",0.131286871,86,0,0.019490255,2000,2,0,0,0,0,0
"0",0.021895553,33,0,5.959360426,1500,10,0,1,0,0,0
"0",0.9999999,36,0,0.966813275,2500,7,0,1,0,0,0
"0",0.185962807,30,0,1.758967001,696,3,0,1,0,0,0
"0",0.116672083,68,0,0.02044094,6848,1,0,0,0,0,0
"0",0.007959102,57,0,0.040493251,6000,10,0,1,0,1,0
"0",0.41328408,59,0,0.523981356,6650,9,0,3,0,0,0
"0",0.9999999,36,0,0.166989539,2580,2,0,0,0,0,0
"0",0.019518146,53,0,0.486982115,4416,8,0,1,0,0,0
"0",0.022917864,70,0,0.019417476,1750,7,0,0,0,0,0
"0",0.072619941,52,0,2759,5400,10,0,1,0,0,0
"0",0.263673167,48,0,5096,0,9,0,3,0,3,0
"0",0.148584399,48,0,0.364939177,6000,8,0,2,0,3,0
"0",0.063329111,32,0,396,5400,3,0,0,0,0,0
"0",0.017200696,70,0,0.008721549,4700,7,0,0,0,1,0
"0",0.84229022,54,0,0.756276383,4500,5,0,1,0,0,0
"0",0.012520496,44,0,0.026277724,4147,10,0,0,0,0,0
"0",0.09509431,33,0,0.16350365,4109,3,0,0,0,2,0
"0",0.46674356,40,0,0.02184415,4760,6,0,0,0,2,0
"0",0.9999999,83,0,23,5400,6,0,0,0,0,0
"0",0.821976515,46,0,0.559544021,4122,5,0,1,0,2,0
"1",0.01408411,52,0,3577,5400,5,0,2,0,0,0
"0",0.115159804,71,0,0.152518657,6431,8,0,1,0,1,0
"0",0.628546432,39,0,0.449473684,2849,4,0,1,0,2,0
"0",0.752185885,30,0,0.219486967,4833,6,0,0,0,0,0
"0",0.357099148,62,0,1.776149234,1500,10,0,2,0,0,0
"0",0.00459135,41,0,0.008739076,800,6,0,0,0,0,0
"0",0.009514575,67,0,4,5400,7,0,0,0,0,0
"0",0.009020154,53,0,0.401899525,4000,7,0,1,0,2,0
"0",0.9999999,60,0,1696.5,1,4,0,1,0,0,0
"0",0.714520445,57,0,0.388940956,3200,10,0,2,0,1,0
"0",0.29304818,44,0,0.653266332,3581,5,0,1,0,0,0
"0",0.242757243,24,0,0.008526188,820,2,0,0,0,0,0
"0",0.047877713,48,0,0.195108184,5314,5,0,1,0,2,0
"0",0.028899684,72,0,310,5400,5,0,0,0,0,0
"0",0.797465996,30,0,0.21980638,6300,7,0,0,0,2,0
"0",0.231038456,55,0,0.043241773,7353,7,0,0,0,0,0
"0",0.006030789,81,0,0.00016284,6140,5,0,0,0,0,0
"0",0.04351424,67,0,18,5400,1,0,0,0,0,0
"0",0.006666296,34,0,221,5400,8,0,0,0,0,0
"0",0.01879812,44,0,0.360234252,7000,4,0,1,0,0,0
"0",0.099060891,26,0,0.088455772,2000,5,0,0,0,0,0
"0",0,73,0,0.09520476,5713,10,0,1,0,0,0
"0",0.40240208,29,0,0.080274247,7000,7,0,0,0,0,0
"0",0.001580594,69,0,1,5400,3,0,0,0,0,0
"0",0.757023538,45,0,0.137431284,2000,4,0,0,0,0,0
"0",0.001666551,69,0,0,2833,1,0,0,0,0,0
"0",0.003131497,67,0,4,5400,7,0,0,0,0,0
"0",0.223315201,53,0,2281,5400,2,0,1,0,1,0
"0",0.370445687,47,0,0.015112764,4300,5,0,0,0,3,0
"0",0.790026247,40,0,0.579221908,4600,6,0,2,0,0,0
"0",0.003945664,42,0,2860,5400,8,0,2,0,0,0
"0",0.295480053,32,0,0.502677165,3174,5,0,1,0,0,0
"0",0.854414559,63,0,0.107142857,3583,2,0,0,0,0,0
"0",0.040687985,46,0,54,5400,2,0,0,0,0,0
"0",0.740876521,51,0,0.367522841,5800,9,0,3,0,0,0
"0",0.003423876,74,0,807,5400,10,0,1,0,0,0
"0",0.106986627,56,0,25,5400,5,0,0,0,0,0
"0",0.622963429,31,0,0.235642297,6250,6,0,0,0,0,0
"0",0,33,0,0.045718109,4483,8,0,0,0,0,0
"0",0.051564428,48,0,0.383894333,4693,10,0,2,0,3,0
"0",1.002194988,59,0,0.710144928,5450,7,0,2,0,0,0
"0",0.115894205,48,0,1299,5400,2,0,1,0,0,0
"0",0.9999999,62,0,1586,5400,3,0,1,0,0,0
"0",0.021630104,58,0,1702,5400,6,0,1,0,0,0
"0",0.9999999,57,0,0.415823022,5333,2,0,2,0,1,0
"0",0.006624793,70,0,973,5400,5,0,1,0,1,0
"0",0.33976247,43,0,0.345067483,7186,7,0,2,0,2,0
"0",0.02406012,76,0,1.419720187,1500,9,0,2,0,1,0
"0",0.029613107,23,0,0.002143367,4198,5,0,0,0,0,0
"0",0.119640021,28,0,0.011129975,5300,4,0,0,0,0,0
"0",0.981023446,32,0,0.306117591,4200,8,0,0,0,1,0
"0",0.975405126,30,0,0.074683916,3400,3,0,0,0,2,0
"0",0.018943395,47,0,2253,5400,5,0,1,0,0,0
"0",0,36,0,0.454343479,4500,10,0,2,0,0,0
"0",0.060162702,69,0,89,5400,9,0,0,0,0,0
"0",0.260829567,55,0,197,5400,5,0,0,0,0,0
"0",0.011816664,78,0,24,5400,7,0,0,0,1,0
"0",0.011116173,76,0,28,5400,5,0,0,0,0,0
"0",0.00434959,42,0,0.164285714,3219,6,0,0,0,2,0
"0",0.575910602,68,0,0.255379928,5250,5,0,0,0,3,0
"0",0.300591406,72,0,0.62805951,6250,9,0,1,0,0,0
"0",0.557857657,44,0,0.290935673,2735,6,0,0,0,2,0
"0",0.603396603,22,0,0.02247191,800,1,0,0,0,0,0
"0",0.014862113,61,0,23,5400,5,0,0,0,0,0
"0",0.206699154,55,0,0.776049767,4500,8,0,2,0,0,0
"0",0.227200549,60,0,0.221763085,3629,7,0,0,0,0,0
"0",0.005358288,61,0,335,5400,5,0,1,0,0,0
"0",0.002393118,45,0,0.129832045,3750,9,0,0,0,1,0
"0",0.040896414,50,0,2215,5400,7,0,2,0,0,0
"0",0.727520878,44,0,0.406779661,6666,7,0,1,0,0,0
"0",0.688047993,46,0,1.963316214,1362,5,0,1,0,2,0
"0",0.778652668,28,0,0.308897034,3000,3,0,0,0,3,0
"0",0.087403599,24,0,9,5400,3,0,0,0,0,0
"0",0.023619149,47,0,0.680829793,4000,5,0,1,0,0,0
"0",0.810822311,54,0,0.422403999,4400,6,0,1,0,2,0
"1",0.9999999,61,0,0.07918733,6250,3,0,0,0,1,0
"1",0.9999999,33,0,0,1840,0,0,0,0,2,0
"0",0.046105544,75,0,0.142957746,2839,4,0,0,0,0,0
"0",0.3422421,46,0,0.292360136,4986,6,0,1,0,0,0
"0",0.952318172,28,0,0.343234323,5150,10,0,2,0,1,0
"0",0.449547017,66,0,0.91928934,3939,6,0,2,0,0,0
"0",0.001197392,72,0,3830,5400,9,0,3,0,0,0
"0",0.063936064,21,0,0.000519211,1925,1,0,0,0,0,0
"0",0.02249429,73,0,0.277430642,4000,8,0,1,0,1,0
"0",0.017992044,70,0,13,5400,4,0,0,0,0,0
"0",0.517920991,55,0,0.847603441,2440,8,0,1,0,0,0
"0",0.214269638,32,0,0.078947368,2583,8,0,0,0,0,0
"0",0,53,0,5581,5400,7,0,2,0,0,0
"0",0.9999999,35,0,0.027287697,4250,1,0,0,0,0,0
"0",0.549085348,31,0,365,5400,4,0,0,0,0,0
"0",0.900539964,29,0,0.097481254,5200,5,0,0,0,0,0
"0",0,45,0,0,3674,4,0,0,0,0,0
"0",0.948992145,74,0,0.679654967,3361,10,0,2,0,0,0
"0",0.146394677,44,0,0.407998384,4950,9,0,1,0,3,0
"0",0.150496238,51,0,2616,5400,9,0,1,0,0,0
"0",0.01717445,52,0,0.49429324,3416,3,0,2,0,2,0
"0",0.24625775,61,0,479,0,8,0,0,0,0,0
"0",0.226005102,55,0,0.64194499,2035,8,0,0,0,0,0
"0",0.023920255,48,0,0.173739169,4500,7,0,0,0,1,0
"0",0.147277607,63,0,4324,5400,10,0,2,0,0,0
"0",0,67,0,1693,5400,8,0,1,0,1,0
"0",0.017099145,75,0,0.005997001,3334,3,0,0,0,1,0
"0",0.025049374,55,0,2638,5400,7,0,1,0,0,0
"0",0.010749104,48,0,0.452309538,5000,8,0,1,0,0,0
"0",0.031793641,33,0,0.000727141,5500,2,0,0,0,0,0
"0",0.36230873,53,0,1684,5400,3,0,1,0,0,0
"0",0.9999999,58,0,0.155176005,4800,2,0,0,0,1,0
"0",0.780406531,60,0,0.127790179,3583,6,0,0,0,2,0
"0",0.010024749,42,0,0.1298027,6740,3,0,0,0,3,0
"0",0.006928588,33,0,0.043444829,2600,3,0,0,0,0,0
"0",0,85,0,0,5400,4,0,0,0,0,0
"0",0.003071209,63,0,0.270751847,2300,8,0,2,0,0,0
"0",0.01699932,91,0,0.016793283,2500,9,0,0,0,0,0
"0",0.060079165,57,0,0.705843146,4500,7,0,2,0,1,0
"0",0.114342855,39,0,0.515844436,5553,3,0,1,0,3,0
"0",0.048625334,66,0,4715,5400,7,0,2,0,0,0
"0",0.002456112,69,0,0.001170503,5125,7,0,0,0,0,0
"0",0.022744911,79,0,0.002749313,4000,2,0,0,0,0,0
"0",0.11138159,29,0,0.474773309,4300,7,0,2,0,0,0
"0",0.308803624,62,0,0.376616915,4019,9,0,1,0,0,0
"0",0.005071066,36,0,0.035787742,2430,8,0,0,0,0,0
"0",0.074801546,76,0,303,5400,9,0,1,0,0,0
"0",0.058679947,54,0,3281,5400,6,0,2,0,0,0
"0",0.636910507,42,0,1.25524109,3815,9,0,1,0,4,0
"1",0.324818513,54,0,0.332333533,5000,6,0,1,0,2,0
"0",0.089164334,27,0,0.099984003,6250,7,0,0,0,0,0
"0",0.9999999,56,0,3050,5400,6,0,2,0,0,0
"0",0.9999999,41,0,0.428801029,6221,4,0,1,0,0,0
"0",0.954045954,23,0,0.078100594,3200,8,0,0,0,0,0
"0",0.149530374,61,0,125,5400,3,0,0,0,0,0
"0",0.971744843,49,0,0.560277383,5623,6,0,2,0,2,0
"0",0.052019151,72,0,5.550218341,228,7,0,1,0,0,0
"0",0.000335563,55,0,964,5400,7,0,1,0,1,0
"0",0.9999999,58,0,1531,5400,2,0,1,0,0,0
"0",0.03531581,28,0,3886,5400,10,0,2,0,1,0
"0",0.031883892,50,0,0.700683851,1900,6,0,1,0,0,0
"0",0.173897922,35,0,0.02665482,2250,1,0,0,0,0,0
"0",0.004714117,67,0,0.104445635,5600,4,0,0,0,1,0
"0",0.701732213,31,0,0.735243222,5200,8,0,2,0,3,0
"1",0.925349922,30,0,0.109617373,966,3,0,0,0,1,0
"0",0.806043102,63,0,2693,5400,9,0,1,0,0,0
"0",0.593511227,61,0,4714,5400,10,0,2,0,0,0
"0",0.741374323,62,0,0.371517869,7358,7,0,1,0,1,0
"0",0.395837049,72,0,0.169153183,4758,9,0,0,0,0,0
"1",0,44,0,0.225352113,2200,5,0,1,0,1,0
"0",0.173279438,26,0,85,5400,8,0,0,0,0,0
"0",0.129800078,66,0,0.448591901,6000,10,0,1,0,0,0
"1",0.357240251,53,0,0.455006922,4333,4,0,1,0,3,0
"0",0.079285499,69,0,682,5400,5,0,1,0,2,0
"0",0.140535221,70,0,0.177468309,5600,6,0,1,0,0,0
"0",0.035941938,78,0,515,0,10,0,0,0,0,0
"0",0.880950514,47,0,882,5400,6,0,1,0,0,0
"0",0.000150941,77,0,0,5400,5,0,0,0,0,0
"0",0.003249919,87,0,0.001439539,2083,4,0,0,0,0,0
"1",0.851536468,58,0,0.047253951,6390,6,0,0,0,1,0
"0",0.785214785,27,0,0.125074985,3333,5,0,0,0,0,0
"0",0.000245605,69,0,0.246887631,6184,10,0,2,0,0,0
"0",0.055082567,69,0,0.00559888,5000,3,0,0,0,0,0
"0",0.1139943,64,0,0.440232801,6700,5,0,1,0,0,0
"0",0.224295951,24,0,0.013712719,2916,4,0,0,0,0,0
"0",0.008424789,61,0,0.004345937,2300,5,0,0,0,0,0
"0",0.016199676,38,0,0.198924731,7253,6,0,1,0,3,0
"0",0.118565783,51,0,0.125124982,7000,5,0,1,0,1,0
"1",0.9999999,49,0,0,3683,0,0,0,0,1,0
"0",0.04576242,84,0,55,5400,5,0,0,0,0,0
"0",0.032475575,32,0,0.042970574,6422,4,0,0,0,0,0
"0",0.9999999,45,0,0.35523275,3028,3,0,0,0,0,0
"0",1.020979021,31,0,0.160473254,6000,4,0,0,0,0,0
"0",0.000499986,52,0,0.417903379,6333,8,0,2,0,2,0
"0",0.127574485,28,0,0.206176203,1100,5,0,0,0,0,0
"0",0.020726331,72,0,0.496888225,4016,4,0,1,0,0,0
"0",0.3959901,58,0,0.277340332,5714,10,0,1,0,0,0
"0",0.000749813,71,0,0.202466256,6000,5,0,2,0,1,0
"0",0.00339932,36,0,0,1300,2,0,0,0,0,0
"0",0.03635876,49,0,0.007399577,3783,3,0,0,0,0,0
"0",0,49,0,0,5400,4,0,0,0,0,0
"0",0.210210358,33,0,0.083551483,4583,5,0,0,0,0,0
"0",0.240216826,59,0,0.513454318,3195,9,0,1,0,0,0
"0",0.024210208,73,0,0.159872505,5960,8,0,1,0,0,0
"0",0.081673466,64,0,780,5400,4,0,1,0,0,0
"0",0.9999999,61,0,0,5400,2,0,0,0,0,0
"0",0.212595801,26,0,0.279738562,764,3,0,0,0,0,0
"0",0.9999999,48,0,0,800,2,0,0,0,2,0
"0",0.935984918,30,0,0.327445426,6000,7,0,0,0,0,0
"0",0.065835299,27,0,0.01946344,1900,7,0,0,0,0,0
"0",0.035761925,72,0,0.124175165,5000,10,0,0,0,0,0
"0",0.986576568,25,0,0.237105158,2500,10,0,0,0,0,0
"0",0.003433833,77,0,1088,5400,7,0,2,0,0,0
"0",0.949251488,44,0,0.904713324,4900,6,0,2,0,2,0
"0",0.017189799,85,0,0.264347131,5000,8,0,0,0,0,0
"0",0.003277173,66,0,0.25539493,4772,5,0,1,0,1,0
"0",0.058244184,40,0,0.306764998,7050,6,0,1,0,2,0
"0",0.113386251,51,0,0.32792005,1600,3,0,0,0,0,0
"0",0.188514357,51,0,0.704329461,946,4,0,1,0,0,0
"0",0.012853211,60,0,0.208986731,3315,9,0,0,0,0,0
"0",0.032282859,24,0,1,5400,1,0,0,0,0,0
"0",0.188664916,44,0,0.038830716,4583,2,0,0,0,0,0
"0",0.131529264,70,0,56,5400,1,0,0,0,0,0
"0",0.333644424,63,0,2317,5400,5,0,2,0,0,0
"0",0.9999999,62,0,0.203909374,2250,1,0,0,0,0,0
"0",0.021659423,75,0,0.25793291,6617,10,0,2,0,1,0
"0",0.377801009,49,0,0.381904524,4000,6,0,1,0,3,0
"1",0.724931839,24,0,97,5400,4,0,0,0,0,0
"0",0.24925005,62,0,0.416194602,3000,3,0,1,0,0,0
"0",0.000419149,39,0,0.201017812,3929,5,0,2,0,0,0
"0",0.008876645,36,0,0.198118754,1700,4,0,0,0,0,0
"0",0.005432338,85,0,0.303775241,2277,9,0,1,0,1,0
"0",0.02908091,64,0,0.132973405,5000,4,0,1,0,0,0
"0",0.1089055,68,0,1.306367272,3250,8,0,2,0,0,0
"0",0.058259181,65,0,0.108722819,4000,9,0,0,0,0,0
"0",0.216550805,49,0,0.453801878,3300,2,0,1,0,0,0
"1",0.196786816,42,0,0.132949364,4166,8,0,0,0,4,0
"0",2.984533667,39,0,0.318188502,6800,4,0,1,0,2,0
"0",0,36,0,0.575663027,2563,5,0,1,0,0,0
"0",0.296279322,47,0,0.473878531,5416,6,0,2,0,3,0
"0",0.08824386,40,0,1.176661264,1850,3,0,2,0,0,0
"0",0.05753184,81,0,1397,5400,5,0,2,0,0,0
"0",0.01884328,71,0,0.210232285,3400,8,0,1,0,0,0
"0",0.947670155,42,0,1463,5400,5,0,0,0,0,0
"0",0.200031127,38,0,1900,5400,9,0,2,0,0,0
"0",1.026991003,26,0,0.14606476,4230,7,0,0,0,0,0
"0",0.386445539,52,0,2.287260616,1200,8,0,1,0,1,0
"0",0,34,0,0.084149136,4800,3,0,0,0,0,0
"0",0.073219943,68,0,123,5400,7,0,0,0,0,0
"0",0.9999999,30,0,0.02617801,2291,0,0,0,0,0,0
"0",0.032912405,83,0,0.004498875,4000,8,0,0,0,0,0
"0",0.411270162,45,0,0.711989101,3669,10,0,2,0,2,0
"0",0.482250986,28,0,0.167513522,6100,8,0,0,0,1,0
"0",0.081454939,46,0,1738,5400,4,0,1,0,0,0
"0",0.028731418,77,0,0.003998667,3000,2,0,0,0,0,0
"0",0.856531944,38,0,1.636203246,2833,9,0,2,0,1,0
"0",0.392065198,52,0,1.178234314,1800,6,0,2,0,1,0
"0",0.200099988,24,0,0.052280311,898,2,0,0,0,0,0
"0",0.161676647,26,0,0.000874891,2285,1,0,0,0,0,0
"0",0.027821893,70,0,0.003249188,4000,6,0,0,0,0,0
"0",0.034300951,37,0,0.121794872,4367,8,0,0,0,4,0
"0",0.134419812,33,0,0.106830537,4230,7,0,0,0,0,0
"0",0.162682858,32,0,0.140701754,2849,8,0,0,0,3,0
"0",0.355181308,47,0,2283,5400,9,0,2,0,0,0
"0",0.071713147,71,0,0.028311779,2860,5,0,0,0,0,0
"0",0.831877875,38,0,0.300318037,2200,6,0,0,0,1,0
"0",0.05979496,52,0,0.352635486,4040,4,0,1,0,0,0
"0",0.004193278,55,0,1377,5400,7,0,2,0,0,0
"0",0.384963582,42,0,0.518271066,7333,4,0,1,0,2,0
"0",0.010290535,54,0,1719,5400,6,0,1,0,0,0
"0",0.970195622,38,0,0.295448566,3800,7,0,0,0,3,0
"0",0.161621671,38,0,0.125392745,3500,4,0,0,0,2,0
"0",0.9999999,32,0,0.503627232,3583,4,0,1,0,0,0
"0",0,55,0,0.178205449,4000,4,0,2,0,0,0
"0",0.06437425,36,0,0.168186424,2960,5,0,0,0,0,0
"0",0.028432386,42,0,0.41738406,3600,9,0,1,0,2,0
"0",0.084836222,37,0,0.99442183,6632,8,0,3,0,2,0
"0",0.9999999,22,0,0.011976048,500,0,0,0,0,0,0
"0",0.058602284,48,0,0.534681074,5737,10,0,3,0,2,0
"0",0.02941916,58,0,2712,5400,8,0,2,0,0,0
"0",0.034702534,66,0,0.492275386,6666,7,0,2,0,0,0
"0",0.096073228,73,0,0.033166742,2200,8,0,0,0,0,0
"0",0,67,0,0,1890,5,0,0,0,0,0
"0",0.9999999,68,0,4047,5400,4,0,3,0,0,0
