Num_Reg;Item_Identifier;Time;Item_Weight;Item_Fat_Content;Item_Visibility;Item_Type;Item_MRP;Outlet_Identifier;Outlet_Establishment_Year;Outlet_Size;Outlet_Location_Type;Outlet_Type;Item_Outlet_Sales;Country
453105;FDD53;;;Low Fat;0.077427883;Frozen Foods;418.454;OUT019;1985;Small;Tier 1;Grocery Store;419.454;EEUU
12384;FDV58;;20.85;Low Fat;0.121227447;Snack Foods;1.975.452;OUT035;2004;Small;Tier 2;Supermarket Type1;43.063.944;EEUU
37427;FDI08;;18.2;Regular;0.066284519;Fruits and Vegetables;2.472.092;OUT035;2004;Small;Tier 2;Supermarket Type1;34.861.288;EEUU
62887;FDD08;;8.3;Low Fat;0.03549838;Fruits and Vegetables;366.506;OUT018;2009;Medium;Tier 3;Supermarket Type2;4.554.072;EEUU
88632;FDX34;;6.195;Low Fat;0.072131519;Snack Foods;1.201.098;OUT045;2002;;Tier 2;Supermarket Type1;28.922.352;EEUU
551064;FDX55;;15.1;Low Fat;0;Fruits and Vegetables;2.164.166;OUT045;2002;;Tier 2;Supermarket Type1;28.303.158;EEUU
578710;NCS05;;11.5;Low Fat;0.021020616;Health and Hygiene;1.307.942;OUT045;2002;;Tier 2;Supermarket Type1;27.823.782;EEUU
361107;FDL04;;19;Low Fat;0.111902259;Frozen Foods;1.054.622;OUT035;2004;Small;Tier 2;Supermarket Type1;19.055.196;EEUU
48128;FDJ53;;10.5;Low Fat;0.071548187;Frozen Foods;1.202.098;OUT018;2009;Medium;Tier 3;Supermarket Type2;602.549;EEUU
108233;FDB47;;8.8;Low Fat;0.071540443;Snack Foods;2.106.612;OUT049;1999;Medium;Tier 1;Supermarket Type1;25.087.344;EEUU
8810103;NCS29;;;Low Fat;0.121765124;Health and Hygiene;2.641.884;OUT019;1985;Small;Tier 1;Grocery Store;2.649.884;EEUU
92964;FDB33;;17.75;Low Fat;0.014609738;Fruits and Vegetables;1.604.262;OUT045;2002;;Tier 2;Supermarket Type1;3.182.524;EEUU
14338;FDL52;;;Regular;0.080697998;Frozen Foods;398.506;OUT019;1985;Small;Tier 1;Grocery Store;379.506;EEUU
224610;FDB03;;17.75;Regular;0.156802171;Dairy;2.421.538;OUT035;2004;Small;Tier 2;Supermarket Type1;43.263.684;EEUU
75393;FDW20;;20.75;Low Fat;0.024144862;Fruits and Vegetables;123.373;OUT035;2004;Small;Tier 2;Supermarket Type1;2.093.941;EEUU
77399;FDT10;;16.7;Regular;0.062297249;Snack Foods;606.562;OUT018;2009;Medium;Tier 3;Supermarket Type2;592.562;EEUU
26157;FDK04;;;Low Fat;0.052058711;Frozen Foods;555.588;OUT027;1985;Medium;Tier 3;Supermarket Type3;1.145.176;EEUU
57552;NCL07;;13.85;Low Fat;0.031402114;Others;40.248;OUT045;2002;;Tier 2;Supermarket Type1;319.584;EEUU
23645;FDZ31;;15.35;Regular;0.113217223;Fruits and Vegetables;1.911.504;OUT046;1997;Small;Tier 1;Supermarket Type1;17.257.536;EEUU
310866;FDE45;;12.1;Low Fat;0;Fruits and Vegetables;1.773.002;OUT035;2004;Small;Tier 2;Supermarket Type1;30.447.034;EEUU
2110103;NCK54;;12.15;Low Fat;0;Household;118.515;OUT018;2009;Medium;Tier 3;Supermarket Type2;1398.18;EEUU
76221;DRE15;;;Low Fat;0.031139933;Dairy;748.012;OUT019;1985;Small;Tier 1;Grocery Store;3.036.048;EEUU
915103;NCQ38;;16.35;Low Fat;0.013363902;Others;106.128;OUT035;2004;Small;Tier 2;Supermarket Type1;1.917.504;EEUU
536103;FDB08;;;Low Fat;0.030952737;Fruits and Vegetables;1.601.578;OUT027;1985;Medium;Tier 3;Supermarket Type3;30.486.982;EEUU
18489;DRF49;;7.27;Low Fat;0.07136748;Soft Drinks;1.118.518;OUT018;2009;Medium;Tier 3;Supermarket Type2;2.277.036;EEUU
193104;DRC27;;13.8;Low Fat;0.058192802;Dairy;2.469.802;OUT049;1999;Medium;Tier 1;Supermarket Type1;58.963.248;EEUU
522101;FDB37;;20.25;Regular;0.022976493;Baking Goods;2.403.538;OUT049;1999;Medium;Tier 1;Supermarket Type1;40.860.146;EEUU
26792;FDS35;;9.3;low fat;0.111220521;Breads;657.826;OUT046;1997;Small;Tier 1;Supermarket Type1;968.739;EEUU
810161;FDE47;;14.15;Low Fat;0.037967687;Starchy Foods;1.256.046;OUT049;1999;Medium;Tier 1;Supermarket Type1;16.185.598;EEUU
96931;NCT53;;;low fat;0;Health and Hygiene;1.645.526;OUT027;1985;Medium;Tier 3;Supermarket Type3;23.023.364;EEUU
67213;FDL14;;8.115;Regular;0.032158866;Canned;1.548.972;OUT046;1997;Small;Tier 1;Supermarket Type1;17.137.692;EEUU
76356;FDP21;;;Regular;0.045068892;Snack Foods;1.908.872;OUT019;1985;Small;Tier 1;Grocery Store;945.436;EEUU
45649;NCV54;;11.1;Low Fat;0.033176087;Household;1.201.124;OUT045;2002;;Tier 2;Supermarket Type1;18.961.984;EEUU
55172;NCO41;;12.5;Low Fat;0.018845298;Health and Hygiene;967.384;OUT035;2004;Small;Tier 2;Supermarket Type1;27.590.752;EEUU
65867;FDQ59;;9.8;Regular;0.056375879;Breads;846.908;OUT035;2004;Small;Tier 2;Supermarket Type1;10.066.896;EEUU
66263;FDQ01;;19.7;Regular;0.161356273;Canned;2.531.014;OUT018;2009;Medium;Tier 3;Supermarket Type2;28.050.154;EEUU
811039;FDQ48;;14.3;Regular;0.034605882;Baking Goods;959.726;OUT017;2007;;Tier 2;Supermarket Type1;21.531.972;EEUU
107889;FDP09;;19.75;Low Fat;0.033942546;Snack Foods;2.135.902;OUT049;1999;Medium;Tier 1;Supermarket Type1;44.601.942;EEUU
348101;FDK55;;18.5;Low Fat;0.025740259;Meat;894.172;OUT013;1987;High;Tier 3;Supermarket Type1;16.059.096;EEUU
83866;NCJ43;;;Low Fat;0.026938317;Household;1.741.396;OUT027;1985;Medium;Tier 3;Supermarket Type3;40.121.108;EEUU
912106;FDI07;;12.35;Regular;0.033754478;Meat;1.990.426;OUT035;2004;Small;Tier 2;Supermarket Type1;33.616.242;EEUU
55777;NCW41;;;Low Fat;0.015375557;Health and Hygiene;1.569.604;OUT027;1985;Medium;Tier 3;Supermarket Type3;42.784.308;EEUU
1010374;FDG33;;5.365;Regular;0.140458316;Seafood;1.697.764;OUT049;1999;Medium;Tier 1;Supermarket Type1;32.637.516;EEUU
61239;NCO05;;;Low Fat;0.046333982;Health and Hygiene;972.384;OUT027;1985;Medium;Tier 3;Supermarket Type3;26.605.368;EEUU
97445;FDH53;;20.5;Regular;0;Frozen Foods;828.592;OUT035;2004;Small;Tier 2;Supermarket Type1;9.081.512;EEUU
12952;FDR49;;8.71;Low Fat;0.139228412;Canned;495.376;OUT046;1997;Small;Tier 1;Supermarket Type1;1198.44;EEUU
6371010;FDF33;;;Low Fat;0;Seafood;1.094.596;OUT027;1985;Medium;Tier 3;Supermarket Type3;18.336.132;EEUU
96216;FDQ51;;16;Regular;0;Meat;481.718;OUT017;2007;;Tier 2;Supermarket Type1;7.563.488;EEUU
410846;FDZ38;;17.6;Low Fat;0.00799436;Dairy;1.716.422;OUT013;1987;High;Tier 3;Supermarket Type1;37.937.284;EEUU
28754;FDV52;;20.7;Regular;0.121767168;Frozen Foods;1.189.466;OUT045;2002;;Tier 2;Supermarket Type1;3.535.398;EEUU
102168;FDM50;;13;Regular;0.030083482;Canned;61.922;OUT035;2004;Small;Tier 2;Supermarket Type1;1.557.972;EEUU
341052;FDV60;;20.2;Regular;0.118025091;Baking Goods;195.811;OUT017;2007;;Tier 2;Supermarket Type1;2.553.343;EEUU
96122;FDG60;;20.35;Low Fat;0.060649213;Baking Goods;2.327.616;OUT013;1987;High;Tier 3;Supermarket Type1;28.123.392;EEUU
624105;FDN13;;18.6;LF;0.151931742;Breakfast;1.011.358;OUT013;1987;High;Tier 3;Supermarket Type1;11.058.938;EEUU
101821;DRN59;;;Low Fat;0.063831013;Hard Drinks;46.206;OUT027;1985;Medium;Tier 3;Supermarket Type3;1.304.968;EEUU
32594;FDU02;;13.35;low fat;0.103091351;Dairy;2.299.352;OUT017;2007;;Tier 2;Supermarket Type1;25.193.872;EEUU
47732;FDZ58;;17.85;Low Fat;0.052389407;Snack Foods;1.209.072;OUT018;2009;Medium;Tier 3;Supermarket Type2;28.176.656;EEUU
610498;NCQ38;;16.35;Low Fat;0.013355306;Others;105.528;OUT013;1987;High;Tier 3;Supermarket Type1;2.024.032;EEUU
55175;FDF39;;14.85;Regular;0.019550858;Dairy;263.791;OUT045;2002;;Tier 2;Supermarket Type1;4.207.856;EEUU
22331;FDT03;;21.25;Low Fat;0.01005532;Meat;1.831.608;OUT017;2007;;Tier 2;Supermarket Type1;2.756.412;EEUU
6101073;FDN09;;14.15;Low Fat;0.034845668;Snack Foods;2.427.828;OUT013;1987;High;Tier 3;Supermarket Type1;31.678.764;EEUU
82874;FDJ02;;17.2;Regular;0.025162022;Canned;1.459.418;OUT035;2004;Small;Tier 2;Supermarket Type1;17.657.016;EEUU
81443;FDN44;;;Low Fat;0.022685222;Fruits and Vegetables;161.592;OUT027;1985;Medium;Tier 3;Supermarket Type3;4.314.384;EEUU
489510;FDQ34;;10.85;Low Fat;0.162571649;Snack Foods;1.074.622;OUT045;2002;;Tier 2;Supermarket Type1;529.311;EEUU
482510;FDX31;;20.35;Regular;0.014825605;Fruits and Vegetables;2.332.958;OUT046;1997;Small;Tier 1;Supermarket Type1;42.065.244;EEUU
64322;NCH55;;16.35;Low Fat;0.058034349;Household;124.802;OUT010;1998;;Tier 3;Grocery Store;253.004;EEUU
111029;DRM47;;9.3;Low Fat;0.043785694;Hard Drinks;1.916.846;OUT046;1997;Small;Tier 1;Supermarket Type1;30.573.536;EEUU
61091010;DRL01;;;Regular;0.076798609;Soft Drinks;2.318.958;OUT027;1985;Medium;Tier 3;Supermarket Type3;84.130.488;EEUU
94814;FDO12;;15.75;Low Fat;0.055241242;Baking Goods;1.965.452;OUT017;2007;;Tier 2;Supermarket Type1;31.319.232;EEUU
555510;NCK30;;14.85;Low Fat;0.061102235;Household;2.532.698;OUT045;2002;;Tier 2;Supermarket Type1;22.830.282;EEUU
101145;FDP16;;18.6;Low Fat;0.039517121;Frozen Foods;2.436.802;OUT017;2007;;Tier 2;Supermarket Type1;58.963.248;EEUU
31729;NCG06;;16.35;Low Fat;0.029565309;Household;2.564.646;OUT018;2009;Medium;Tier 3;Supermarket Type2;5.153.292;EEUU
32795;FDX36;;9.695;Regular;0.128283243;Baking Goods;2.261.404;OUT046;1997;Small;Tier 1;Supermarket Type1;3.375.606;EEUU
55949;FDT09;;15.15;Regular;0.012332667;Snack Foods;1.300.284;OUT017;2007;;Tier 2;Supermarket Type1;35.593.668;EEUU
651081;FDF08;;14.3;Regular;0.065195229;Fruits and Vegetables;889.856;OUT035;2004;Small;Tier 2;Supermarket Type1;16.698.264;EEUU
32326;FDA43;;10.895;Low Fat;0.108253944;Fruits and Vegetables;1.948.794;OUT010;1998;;Tier 3;Grocery Store;5.852.382;EEUU
83441;NCN06;;8.39;Low Fat;0.121178848;Household;1.651.868;OUT017;2007;;Tier 2;Supermarket Type1;27.843.756;EEUU
67725;DRF15;;18.35;LF;0;Dairy;151.934;OUT013;1987;High;Tier 3;Supermarket Type1;306.268;EEUU
49537;NCX05;;15.2;Low Fat;0.09698132;Health and Hygiene;1.163.492;OUT013;1987;High;Tier 3;Supermarket Type1;25.486.824;EEUU
107822;FDM21;;20.2;Low Fat;0.064351908;Snack Foods;2.594.646;OUT035;2004;Small;Tier 2;Supermarket Type1;20.613.168;EEUU
110917;NCG54;;;Low Fat;0.079419801;Household;1.723.106;OUT027;1985;Medium;Tier 3;Supermarket Type3;54.755.392;EEUU
89733;FDD26;;8.71;Regular;0.072301795;Canned;1.856.924;OUT045;2002;;Tier 2;Supermarket Type1;33.316.632;EEUU
63517;FDU23;;12.15;Low Fat;0.021719387;Breads;1.631.184;OUT035;2004;Small;Tier 2;Supermarket Type1;34.674.864;EEUU
985106;FDO37;;8.06;Low Fat;0.021420031;Breakfast;2.320.326;OUT045;2002;;Tier 2;Supermarket Type1;30.034.238;EEUU
97113;FDP19;;11.5;LF;0.290430317;Fruits and Vegetables;1.306.652;OUT010;1998;;Tier 3;Grocery Store;2.583.304;EEUU
38195;FDT13;;14.85;Low Fat;0.018571641;Canned;1.873.214;OUT046;1997;Small;Tier 1;Supermarket Type1;43.336.922;EEUU
674106;FDY07;;11.8;Low Fat;0;Fruits and Vegetables;452.402;OUT018;2009;Medium;Tier 3;Supermarket Type2;1.148.505;EEUU
61525;DRI47;;14.7;Low Fat;0.020952705;Hard Drinks;1.435.128;OUT049;1999;Medium;Tier 1;Supermarket Type1;24.448.176;EEUU
84315;NCW42;;;Low Fat;0.102371638;Household;2.212.456;OUT019;1985;Small;Tier 1;Grocery Store;6.631.368;EEUU
421410;NCQ50;;18.75;LF;0.034278798;Household;2.141.218;OUT013;1987;High;Tier 3;Supermarket Type1;44.881.578;EEUU
94288;FDQ09;;7.235;Low Fat;0;Snack Foods;1.151.834;OUT045;2002;;Tier 2;Supermarket Type1;13.822.008;EEUU
9101105;FDI20;;;LF;0.038377013;Fruits and Vegetables;2.115.586;OUT027;1985;Medium;Tier 3;Supermarket Type3;44.322.306;EEUU
102834;NCP05;;19.6;Low Fat;0.025325897;Health and Hygiene;1.509.024;OUT049;1999;Medium;Tier 1;Supermarket Type1;3795.06;EEUU
261019;FDH02;;7.27;Regular;0.020898691;Canned;922.488;OUT017;2007;;Tier 2;Supermarket Type1;8.149.392;EEUU
714910;FDH45;;15.1;Regular;0.105881129;Fruits and Vegetables;420.796;OUT045;2002;;Tier 2;Supermarket Type1;4.540.756;EEUU
99341;DRG49;;7.81;Low Fat;0.112906337;Soft Drinks;2.435.486;OUT010;1998;;Tier 3;Grocery Store;4.886.972;EEUU
5891010;FDA37;;7.81;Regular;0.055216312;Canned;1.255.046;OUT035;2004;Small;Tier 2;Supermarket Type1;32.371.196;EEUU
101642;FDS13;;6.465;Low Fat;0.125210375;Canned;2.668.884;OUT017;2007;;Tier 2;Supermarket Type1;10.599.536;EEUU
26326;NCW42;;;Low Fat;0.058185842;Household;2.208.456;OUT027;1985;Medium;Tier 3;Supermarket Type3;41.998.664;EEUU
38355;FDK15;;10.8;Low Fat;0.098814721;Meat;1.005.042;OUT018;2009;Medium;Tier 3;Supermarket Type2;18.848.798;EEUU
37192;FDX51;;9.5;Regular;0.022058724;Meat;1.968.452;OUT046;1997;Small;Tier 1;Supermarket Type1;35.234.136;EEUU
103923;FDJ20;;20.7;Regular;0.100091576;Fruits and Vegetables;1.255.388;OUT013;1987;High;Tier 3;Supermarket Type1;21.052.596;EEUU
25944;DRK59;;8.895;Low Fat;0.075876602;Hard Drinks;2.359.616;OUT017;2007;;Tier 2;Supermarket Type1;18.748.928;EEUU
13146;FDL45;;15.6;Low Fat;0.037841362;Snack Foods;1.252.704;OUT018;2009;Medium;Tier 3;Supermarket Type2;26.285.784;EEUU
510165;FDH41;;9;Low Fat;0.081943273;Frozen Foods;2.145.534;OUT013;1987;High;Tier 3;Supermarket Type1;34.408.544;EEUU
13724;FDD05;;19.35;Low Fat;0.016645164;Frozen Foods;1.209.098;OUT045;2002;;Tier 2;Supermarket Type1;16.871.372;EEUU
710656;FDZ39;;19.7;Regular;0.018061324;Meat;102.599;OUT045;2002;;Tier 2;Supermarket Type1;2063.98;EEUU
178103;FDY35;;;Regular;0.028062401;Breads;440.402;OUT019;1985;Small;Tier 1;Grocery Store;918.804;EEUU
54698;NCE06;;5.825;Low Fat;0.091857904;Household;1.607.894;OUT018;2009;Medium;Tier 3;Supermarket Type2;1.617.894;EEUU
79143;FDE57;;;Low Fat;0.036109413;Fruits and Vegetables;1.406.154;OUT027;1985;Medium;Tier 3;Supermarket Type3;45.380.928;EEUU
102878;FDD33;;12.85;Low Fat;0.108633372;Fruits and Vegetables;2.338.642;OUT018;2009;Medium;Tier 3;Supermarket Type2;2.323.642;EEUU
1010539;FDQ10;;12.85;Low Fat;0.03324652;Snack Foods;1.724.422;OUT045;2002;;Tier 2;Supermarket Type1;44.834.972;EEUU
757104;FDN15;;17.5;Low Fat;0.016720132;Meat;139.918;OUT013;1987;High;Tier 3;Supermarket Type1;419.454;EEUU
43339;FDS50;;17;Low Fat;0.055433377;Dairy;2.211.114;OUT046;1997;Small;Tier 1;Supermarket Type1;4.434.228;EEUU
64718;FDX21;;7.05;Low Fat;0.084966021;Snack Foods;1.111.912;OUT046;1997;Small;Tier 1;Supermarket Type1;19.654.416;EEUU
1011049;FDL58;;5.78;Regular;0.074135053;Snack Foods;2.640.568;OUT035;2004;Small;Tier 2;Supermarket Type1;21.092.544;EEUU
79117;FDK09;;15.2;Low Fat;0.091745951;Snack Foods;2.290.352;OUT035;2004;Small;Tier 2;Supermarket Type1;2.290.352;EEUU
12129;FDS08;;;Low Fat;0.056685383;Fruits and Vegetables;178.437;OUT027;1985;Medium;Tier 3;Supermarket Type3;3.175.866;EEUU
104471;FDE20;;11.35;Regular;0.00552947;Fruits and Vegetables;169.279;OUT035;2004;Small;Tier 2;Supermarket Type1;2.376.906;EEUU
16626;FDF04;;17.5;Low Fat;0.013664703;Frozen Foods;2.577.304;OUT045;2002;;Tier 2;Supermarket Type1;56.832.688;EEUU
89212;FDA50;;16.25;Low Fat;0.087310672;Dairy;95.541;OUT049;1999;Medium;Tier 1;Supermarket Type1;1.544.656;EEUU
1079107;FDX08;;12.85;Low Fat;0.022639195;Fruits and Vegetables;1.797.318;OUT049;1999;Medium;Tier 1;Supermarket Type1;21.651.816;EEUU
521043;FDD05;;;Low Fat;0.016531033;Frozen Foods;1.224.098;OUT027;1985;Medium;Tier 3;Supermarket Type3;3.012.745;EEUU
55977;FDG41;;8.84;Regular;0.076873991;Frozen Foods;1.099.228;OUT018;2009;Medium;Tier 3;Supermarket Type2;15.473.192;EEUU
73551;FDU39;;;Low Fat;0.035863436;Meat;583.562;OUT027;1985;Medium;Tier 3;Supermarket Type3;11.258.678;EEUU
42118;NCQ43;;17.75;Low Fat;0.111301625;Others;1.075.912;OUT046;1997;Small;Tier 1;Supermarket Type1;15.286.768;EEUU
25622;NCY42;;6.38;Low Fat;0.015193323;Household;143.347;OUT045;2002;;Tier 2;Supermarket Type1;858.882;EEUU
87197;FDF26;;;Regular;0.046408928;Canned;1.532.998;OUT027;1985;Medium;Tier 3;Supermarket Type3;39.987.948;EEUU
73959;FDC20;;10.65;Low Fat;0;Fruits and Vegetables;571.272;OUT035;2004;Small;Tier 2;Supermarket Type1;279.636;EEUU
52439;FDX14;;13.1;Low Fat;0.07494003;Dairy;750.354;OUT046;1997;Small;Tier 1;Supermarket Type1;9.028.248;EEUU
667910;DRC49;;;LF;0.065119701;Soft Drinks;1.457.128;OUT027;1985;Medium;Tier 3;Supermarket Type3;40.267.584;EEUU
241032;FDM40;;10.195;Low Fat;0;Frozen Foods;1.431.154;OUT017;2007;;Tier 2;Supermarket Type1;24.108.618;EEUU
18849;FDE10;;6.67;Regular;0.090456903;Snack Foods;1.312.626;OUT017;2007;;Tier 2;Supermarket Type1;20.986.016;EEUU
29698;NCU17;;5.32;Low Fat;0.093071679;Health and Hygiene;1.038.674;OUT045;2002;;Tier 2;Supermarket Type1;509.337;EEUU
484107;FDB36;;;Regular;0.048292189;Baking Goods;1.331.626;OUT027;1985;Medium;Tier 3;Supermarket Type3;24.920.894;EEUU
1104110;DRF13;;12.1;Low Fat;0.029902679;Soft Drinks;1.443.444;OUT018;2009;Medium;Tier 3;Supermarket Type2;11.611.552;EEUU
473910;FDL13;;13.85;Regular;0.056547986;Breakfast;232.73;OUT018;2009;Medium;Tier 3;Supermarket Type2;6291.81;EEUU
22239;NCH55;;16.35;Low Fat;0.034726222;Household;125.602;OUT049;1999;Medium;Tier 1;Supermarket Type1;3.036.048;EEUU
72439;NCF18;;18.35;Low Fat;0.088908547;Household;1.928.504;OUT013;1987;High;Tier 3;Supermarket Type1;2.876.256;EEUU
32627;FDC09;;15.5;Regular;0.044024163;Fruits and Vegetables;1.020.332;OUT010;1998;;Tier 3;Grocery Store;1.025.332;EEUU
872610;FDV09;;12.1;Low Fat;0.020568574;Snack Foods;1.504.734;OUT046;1997;Small;Tier 1;Supermarket Type1;20.786.276;EEUU
68357;FDV09;;12.1;Low Fat;0.020564685;Snack Foods;1.482.734;OUT035;2004;Small;Tier 2;Supermarket Type1;32.664.148;EEUU
49365;FDU16;;19.25;Regular;0.058226609;Frozen Foods;852.908;OUT013;1987;High;Tier 3;Supermarket Type1;6.711.264;EEUU
854910;FDD26;;8.71;Regular;0.072155462;Canned;1.833.924;OUT046;1997;Small;Tier 1;Supermarket Type1;31.465.708;EEUU
1087109;NCA29;;10.5;Low Fat;0.027253711;Household;1.709.106;OUT013;1987;High;Tier 3;Supermarket Type1;32.511.014;EEUU
14272;FDZ26;;11.6;Regular;0.144604071;Dairy;2.408.222;OUT018;2009;Medium;Tier 3;Supermarket Type2;3.585.333;EEUU
422210;FDT56;;16;Regular;0.193477995;Fruits and Vegetables;559.246;OUT010;1998;;Tier 3;Grocery Store;4.054.722;EEUU
1010588;FDF22;;6.865;Low Fat;0.056945936;Snack Foods;2.146.218;OUT045;2002;;Tier 2;Supermarket Type1;19.234.962;EEUU
87292;FDH21;;10.395;Low Fat;0.031288338;Seafood;1.595.604;OUT045;2002;;Tier 2;Supermarket Type1;28.522.872;EEUU
93749;FDD44;;8.05;Regular;0.078400465;Fruits and Vegetables;2.590.646;OUT046;1997;Small;Tier 1;Supermarket Type1;43.802.982;EEUU
663310;FDS56;;5.785;Regular;0.038976089;Fruits and Vegetables;2.642.252;OUT017;2007;;Tier 2;Supermarket Type1;3.934.878;EEUU
89946;FDF21;;10.3;Regular;0.058918844;Fruits and Vegetables;191.653;OUT049;1999;Medium;Tier 1;Supermarket Type1;5.313.084;EEUU
171810;FDM44;;12.5;Low Fat;0.031176157;Fruits and Vegetables;103.099;OUT018;2009;Medium;Tier 3;Supermarket Type2;722.393;EEUU
69934;DRK01;;7.63;Low Fat;0.061159246;Soft Drinks;925.436;OUT049;1999;Medium;Tier 1;Supermarket Type1;16.072.412;EEUU
92763;FDO22;;13.5;Regular;0;Snack Foods;78.396;OUT035;2004;Small;Tier 2;Supermarket Type1;1.438.128;EEUU
69991;FDP57;;17.5;Low Fat;0.052550476;Snack Foods;101.299;OUT045;2002;;Tier 2;Supermarket Type1;722.393;EEUU
13758;DRF49;;;Low Fat;0.124448295;Soft Drinks;1.120.518;OUT019;1985;Small;Tier 1;Grocery Store;1.138.518;EEUU
191062;DRK11;;8.21;low fat;0.010808272;Hard Drinks;1.505.392;OUT018;2009;Medium;Tier 3;Supermarket Type2;10.439.744;EEUU
84452;FDT51;;11.65;Regular;0.010963269;Meat;1.109.544;OUT018;2009;Medium;Tier 3;Supermarket Type2;3.355.632;EEUU
108128;FDE58;;18.5;LF;0;Snack Foods;1.198.124;OUT017;2007;;Tier 2;Supermarket Type1;40.294.216;EEUU
25372;FDT23;;7.72;reg;0.075035902;Breads;787.986;OUT018;2009;Medium;Tier 3;Supermarket Type2;8.568.846;EEUU
83819;NCT42;;5.88;Low Fat;0.024882614;Household;1.494.392;OUT035;2004;Small;Tier 2;Supermarket Type1;16.405.312;EEUU
314810;FDJ41;;6.85;Low Fat;0.022878953;Frozen Foods;2.623.594;OUT035;2004;Small;Tier 2;Supermarket Type1;3.924.891;EEUU
43544;NCF42;;;Low Fat;0.166572501;Household;1.761.712;OUT027;1985;Medium;Tier 3;Supermarket Type3;36.911.952;EEUU
153106;FDA19;;7.52;LF;0.055081623;Fruits and Vegetables;1.288.994;OUT013;1987;High;Tier 3;Supermarket Type1;20.559.904;EEUU
29855;FDW09;;13.65;Regular;0.025920816;Snack Foods;812.302;OUT046;1997;Small;Tier 1;Supermarket Type1;20.599.852;EEUU
84442;NCO14;;;Low Fat;0.029500321;Household;462.086;OUT027;1985;Medium;Tier 3;Supermarket Type3;8.029.548;EEUU
371025;FDO39;;6.985;Regular;0.137645467;Meat;1.852.608;OUT045;2002;;Tier 2;Supermarket Type1;29.401.728;EEUU
68224;FDR45;;;Low Fat;0;Snack Foods;2.406.222;OUT027;1985;Medium;Tier 3;Supermarket Type3;43.023.996;EEUU
25864;FDA15;;9.3;Low Fat;0.026818196;Dairy;2.489.092;OUT010;1998;;Tier 3;Grocery Store;4.980.184;EEUU
91477;FDY13;;12.1;Low Fat;0.030102335;Canned;74.767;OUT013;1987;High;Tier 3;Supermarket Type1;2.220.443;EEUU
15913;FDY31;;5.98;Low Fat;0.043740308;Fruits and Vegetables;1.453.418;OUT018;2009;Medium;Tier 3;Supermarket Type2;23.542.688;EEUU
12664;NCS29;;9;Low Fat;0.069653585;Health and Hygiene;2.662.884;OUT049;1999;Medium;Tier 1;Supermarket Type1;29.148.724;EEUU
13948;FDJ52;;7.145;Low Fat;0.01785932;Frozen Foods;1.606.578;OUT018;2009;Medium;Tier 3;Supermarket Type2;22.464.092;EEUU
38545;NCX41;;19;Low Fat;0.017755213;Health and Hygiene;2.117.244;OUT045;2002;;Tier 2;Supermarket Type1;27.524.172;EEUU
94562;FDQ36;;7.855;Regular;0.161875063;Baking Goods;356.848;OUT045;2002;;Tier 2;Supermarket Type1;3.355.632;EEUU
142107;FDV35;;19.5;Low Fat;0.128181759;Breads;1.561.314;OUT035;2004;Small;Tier 2;Supermarket Type1;27.923.652;EEUU
44971;FDE02;;8.71;Low Fat;0.121250374;Canned;927.778;OUT046;1997;Small;Tier 1;Supermarket Type1;10.326.558;EEUU
97297;FDA34;;11.5;Low Fat;0.014921093;Starchy Foods;173.908;OUT018;2009;Medium;Tier 3;Supermarket Type2;1.211.756;EEUU
13381;NCL42;;18.85;Low Fat;0.040434372;Household;2.443.144;OUT049;1999;Medium;Tier 1;Supermarket Type1;56.353.312;EEUU
1710210;FDE14;;13.65;Regular;0.031508924;Canned;98.77;OUT045;2002;;Tier 2;Supermarket Type1;1697.79;EEUU
167103;DRD25;;6.135;Low Fat;0.079094835;Soft Drinks;114.386;OUT049;1999;Medium;Tier 1;Supermarket Type1;1.018.674;EEUU
684106;DRF01;;5.655;Low Fat;0.175793413;Soft Drinks;1.469.102;OUT018;2009;Medium;Tier 3;Supermarket Type2;17.497.224;EEUU
104512;FDF39;;14.85;Regular;0.019495051;Dairy;261.291;OUT013;1987;High;Tier 3;Supermarket Type1;10.256.649;EEUU
53814;FDP01;;20.75;Regular;0.063313974;Breakfast;1.537.682;OUT035;2004;Small;Tier 2;Supermarket Type1;18.296.184;EEUU
7101032;FDB10;;10;Low Fat;0.0674819;Snack Foods;234.859;OUT018;2009;Medium;Tier 3;Supermarket Type2;1.181.795;EEUU
610314;FDY14;;10.3;Low Fat;0.070026951;Dairy;2.636.226;OUT035;2004;Small;Tier 2;Supermarket Type1;6.608.065;EEUU
241073;FDR57;;5.675;Regular;0.023496967;Snack Foods;1.561.288;OUT046;1997;Small;Tier 1;Supermarket Type1;28.283.184;EEUU
62673;NCH29;;5.51;Low Fat;0;Health and Hygiene;989.726;OUT018;2009;Medium;Tier 3;Supermarket Type2;15.659.616;EEUU
34712;FDJ45;;17.75;low fat;0.073559521;Seafood;339.216;OUT045;2002;;Tier 2;Supermarket Type1;8.309.184;EEUU
73396;FDZ48;;17.75;Low Fat;0.07626905;Baking Goods;1.131.544;OUT018;2009;Medium;Tier 3;Supermarket Type2;10.066.896;EEUU
461024;FDV44;;8.365;Regular;0.039925235;Fruits and Vegetables;1.892.188;OUT045;2002;;Tier 2;Supermarket Type1;45.700.512;EEUU
